"persona","run_id","category","format","goal_code","goal","start_url","outcome","clicks","elapsed_ms","start_complete","start_matched_groups","first_click_accurate","matched_groups","total_groups","actionable","next_action_clear","disposition","evidence_url","evidence_title","evidence_excerpt","path"
"developer","developer-011","comprehension","mixed","D-C2","understand Catalog versus my own case","http://127.0.0.1:8767/site/guides.html","success","3","18","no","1","no","2","2","yes","yes","continue","http://127.0.0.1:8767/site/ask.html","Check my config · Config Workshop","hop AN EXPERIMENTAL TEST SITE FOR CONFIG TOOLS Guides Check my config Catalog Deployment Docs FAQ ConfigHub Check your configuration Use the AI assistant you already have. For Helm, this page builds a local prompt for one chart","http://127.0.0.1:8767/site/guides.html -> http://127.0.0.1:8767/site/charts/index.html -> http://127.0.0.1:8767/site/d/docs/demo/aicr/index.html -> http://127.0.0.1:8767/site/ask.html"
"developer","developer-012","comprehension","mixed","D-C2","understand Catalog versus my own case","http://127.0.0.1:8767/site/ask.html","success","0","11","yes","2","no","2","2","yes","yes","continue","http://127.0.0.1:8767/site/ask.html","Check my config · Config Workshop","hop AN EXPERIMENTAL TEST SITE FOR CONFIG TOOLS Guides Check my config Catalog Deployment Docs FAQ ConfigHub Check your configuration Use the AI assistant you already have. For Helm, this page builds a local prompt for one chart","http://127.0.0.1:8767/site/ask.html"
"developer","developer-013","comprehension","mixed","D-C2","understand Catalog versus my own case","http://127.0.0.1:8767/site/charts/index.html","success","2","17","no","1","no","2","2","yes","yes","continue","http://127.0.0.1:8767/site/ask.html","Check my config · Config Workshop","hop AN EXPERIMENTAL TEST SITE FOR CONFIG TOOLS Guides Check my config Catalog Deployment Docs FAQ ConfigHub Check your configuration Use the AI assistant you already have. For Helm, this page builds a local prompt for one chart","http://127.0.0.1:8767/site/charts/index.html -> http://127.0.0.1:8767/site/d/docs/demo/aicr/index.html -> http://127.0.0.1:8767/site/ask.html"
"developer","developer-014","comprehension","mixed","D-C2","understand Catalog versus my own case","http://127.0.0.1:8767/site/try.html","success","0","10","yes","2","no","2","2","yes","yes","continue","http://127.0.0.1:8767/site/try.html","Try Redis · Config Workshop","hop AN EXPERIMENTAL TEST SITE FOR CONFIG TOOLS Guides Check my config Catalog Deployment Docs FAQ ConfigHub Try a simple example: Redis Runs on your laptop Render one reviewed Redis configuration and inspect the 14 Kubernetes o","http://127.0.0.1:8767/site/try.html"
"developer","developer-015","comprehension","mixed","D-C2","understand Catalog versus my own case","http://127.0.0.1:8767/site/testing.html","success","4","43","no","1","no","2","2","yes","yes","continue","http://127.0.0.1:8767/site/ask.html","Check my config · Config Workshop","hop AN EXPERIMENTAL TEST SITE FOR CONFIG TOOLS Guides Check my config Catalog Deployment Docs FAQ ConfigHub Check your configuration Use the AI assistant you already have. For Helm, this page builds a local prompt for one chart","http://127.0.0.1:8767/site/testing.html -> http://127.0.0.1:8767/site/d/data/helm-catalog-readmes/spaces/byo-nginx-ai-values-24-0-2-reviewed/README.html -> http://127.0.0.1:8767/site/charts/index.html -> http://127.0.0.1:8767/site/d/docs/demo/aicr/index.html -> http://127.0.0.1:8767/site/ask.html"
"developer","developer-016","comprehension","mixed","D-C2","understand Catalog versus my own case","http://127.0.0.1:8767/site/how-it-works.html","success","3","41","no","1","no","2","2","yes","yes","continue","http://127.0.0.1:8767/site/ask.html","Check my config · Config Workshop","hop AN EXPERIMENTAL TEST SITE FOR CONFIG TOOLS Guides Check my config Catalog Deployment Docs FAQ ConfigHub Check your configuration Use the AI assistant you already have. For Helm, this page builds a local prompt for one chart","http://127.0.0.1:8767/site/how-it-works.html -> http://127.0.0.1:8767/site/charts/index.html -> http://127.0.0.1:8767/site/d/docs/demo/aicr/index.html -> http://127.0.0.1:8767/site/ask.html"
"developer","developer-017","comprehension","mixed","D-C2","understand Catalog versus my own case","http://127.0.0.1:8767/site/docs.html","success","3","15","no","1","no","2","2","yes","yes","continue","http://127.0.0.1:8767/site/ask.html","Check my config · Config Workshop","hop AN EXPERIMENTAL TEST SITE FOR CONFIG TOOLS Guides Check my config Catalog Deployment Docs FAQ ConfigHub Check your configuration Use the AI assistant you already have. For Helm, this page builds a local prompt for one chart","http://127.0.0.1:8767/site/docs.html -> http://127.0.0.1:8767/site/charts/index.html -> http://127.0.0.1:8767/site/d/docs/demo/aicr/index.html -> http://127.0.0.1:8767/site/ask.html"
"developer","developer-018","comprehension","mixed","D-C2","understand Catalog versus my own case","http://127.0.0.1:8767/site/confighub.html","success","3","16","no","1","no","2","2","yes","yes","continue","http://127.0.0.1:8767/site/ask.html","Check my config · Config Workshop","hop AN EXPERIMENTAL TEST SITE FOR CONFIG TOOLS Guides Check my config Catalog Deployment Docs FAQ ConfigHub Check your configuration Use the AI assistant you already have. For Helm, this page builds a local prompt for one chart","http://127.0.0.1:8767/site/confighub.html -> http://127.0.0.1:8767/site/charts/index.html -> http://127.0.0.1:8767/site/d/docs/demo/aicr/index.html -> http://127.0.0.1:8767/site/ask.html"
"developer","developer-019","comprehension","Helm","D-C3","understand cub installer","http://127.0.0.1:8767/site/index.html","success","0","2","yes","3","no","3","3","yes","yes","continue","http://127.0.0.1:8767/site/index.html","Config Workshop · Understand and test your configuration","changes, promotion, or rollback. Config Workshop is this public site. cub installer is the free local tool used by its package examples. ConfigHub is the product that stores and changes reviewed configuration. Search known configurat","http://127.0.0.1:8767/site/index.html"
"developer","developer-020","comprehension","Helm","D-C3","understand cub installer","http://127.0.0.1:8767/site/guides.html","success","1","16","no","1","yes","3","3","yes","yes","continue","http://127.0.0.1:8767/site/try.html","Try Redis · Config Workshop","H=""$HOME/.confighub/bin:$PATH"" cub plugin install confighub/installer cub installer version kustomize version The plugin release contains the program for your operating system. You do not need Go. If cub is already installed, run cub","http://127.0.0.1:8767/site/guides.html -> http://127.0.0.1:8767/site/try.html"
"developer","developer-021","comprehension","Helm","D-C3","understand cub installer","http://127.0.0.1:8767/site/ask.html","success","3","18","no","1","yes","3","3","yes","yes","continue","http://127.0.0.1:8767/site/try.html#install-cub","Try Redis · Config Workshop","H=""$HOME/.confighub/bin:$PATH"" cub plugin install confighub/installer cub installer version kustomize version The plugin release contains the program for your operating system. You do not need Go. If cub is already installed, run cub","http://127.0.0.1:8767/site/ask.html -> http://127.0.0.1:8767/site/how-it-works.html#now-deploy -> http://127.0.0.1:8767/site/d/docs/user/cub-deployment-path.html -> http://127.0.0.1:8767/site/try.html#install-cub"
"developer","developer-022","comprehension","Helm","D-C3","understand cub installer","http://127.0.0.1:8767/site/charts/index.html","success","3","16","no","1","yes","3","3","yes","yes","continue","http://127.0.0.1:8767/site/try.html#install-cub","Try Redis · Config Workshop","H=""$HOME/.confighub/bin:$PATH"" cub plugin install confighub/installer cub installer version kustomize version The plugin release contains the program for your operating system. You do not need Go. If cub is already installed, run cub","http://127.0.0.1:8767/site/charts/index.html -> http://127.0.0.1:8767/site/how-it-works.html#setting-sources -> http://127.0.0.1:8767/site/d/docs/user/cub-deployment-path.html -> http://127.0.0.1:8767/site/try.html#install-cub"
"developer","developer-023","comprehension","Helm","D-C3","understand cub installer","http://127.0.0.1:8767/site/try.html","success","0","32","yes","3","no","3","3","yes","yes","continue","http://127.0.0.1:8767/site/try.html","Try Redis · Config Workshop","H=""$HOME/.confighub/bin:$PATH"" cub plugin install confighub/installer cub installer version kustomize version The plugin release contains the program for your operating system. You do not need Go. If cub is already installed, run cub","http://127.0.0.1:8767/site/try.html"
"developer","developer-024","comprehension","Helm","D-C3","understand cub installer","http://127.0.0.1:8767/site/testing.html","success","0","31","yes","3","no","3","3","yes","yes","continue","http://127.0.0.1:8767/site/testing.html","Worked Examples · Config Workshop","change ConfigHub data require you to sign in. What this command does. cub installer is a released, open-source plugin for the cub CLI. cub installer setup pulls a catalog package and writes its Kubernetes files locally. It does not a","http://127.0.0.1:8767/site/testing.html"
"developer","developer-025","comprehension","Helm","D-C3","understand cub installer","http://127.0.0.1:8767/site/how-it-works.html","success","2","9","no","2","no","3","3","yes","yes","continue","http://127.0.0.1:8767/site/try.html#install-cub","Try Redis · Config Workshop","H=""$HOME/.confighub/bin:$PATH"" cub plugin install confighub/installer cub installer version kustomize version The plugin release contains the program for your operating system. You do not need Go. If cub is already installed, run cub","http://127.0.0.1:8767/site/how-it-works.html -> http://127.0.0.1:8767/site/d/docs/user/cub-deployment-path.html -> http://127.0.0.1:8767/site/try.html#install-cub"
"developer","developer-026","comprehension","Helm","D-C3","understand cub installer","http://127.0.0.1:8767/site/docs.html","success","1","7","no","1","yes","3","3","yes","yes","continue","http://127.0.0.1:8767/site/d/docs/user/helm-presets-and-values.html","Helm Chart Presets And Values · Config Workshop","Installer package OCI ref The public package address users pull with cub installer setup --pull oci://... . Package base The generated package users can inspect and try. Evidence lanes The checks, receipts, scans, and live observati","http://127.0.0.1:8767/site/docs.html -> http://127.0.0.1:8767/site/d/docs/user/helm-presets-and-values.html"
"developer","developer-027","comprehension","Helm","D-C3","understand cub installer","http://127.0.0.1:8767/site/confighub.html","success","4","9","no","1","no","3","3","yes","yes","continue","http://127.0.0.1:8767/site/try.html#install-cub","Try Redis · Config Workshop","H=""$HOME/.confighub/bin:$PATH"" cub plugin install confighub/installer cub installer version kustomize version The plugin release contains the program for your operating system. You do not need Go. If cub is already installed, run cub","http://127.0.0.1:8767/site/confighub.html -> http://127.0.0.1:8767/site/ask.html -> http://127.0.0.1:8767/site/how-it-works.html#now-deploy -> http://127.0.0.1:8767/site/d/docs/user/cub-deployment-path.html -> http://127.0.0.1:8767/site/try.html#install-cub"
"developer","developer-028","comprehension","mixed","D-C4","understand what ConfigHub adds","http://127.0.0.1:8767/site/index.html","success","0","2","yes","3","no","3","3","yes","yes","continue","http://127.0.0.1:8767/site/index.html","Config Workshop · Understand and test your configuration","E FOR CONFIG TOOLS Guides Check my config Catalog Deployment Docs FAQ ConfigHub Helm · AICR · OCI packages Detect and Stop Config Drift Search the Catalog when we already cover your chart and version. Use Check my config when you","http://127.0.0.1:8767/site/index.html"
"developer","developer-029","comprehension","mixed","D-C4","understand what ConfigHub adds","http://127.0.0.1:8767/site/guides.html","success","1","7","no","2","yes","3","3","yes","yes","continue","http://127.0.0.1:8767/site/confighub.html","Use ConfigHub · Config Workshop","Use ConfigHub · Config Workshop Config Workshop AN EXPERIMENTAL TEST SITE FOR CONFIG TOOLS Guides Check my config Catalog Deployment Docs FAQ ConfigHub Keep and ma","http://127.0.0.1:8767/site/guides.html -> http://127.0.0.1:8767/site/confighub.html"
"developer","developer-030","comprehension","mixed","D-C4","understand what ConfigHub adds","http://127.0.0.1:8767/site/ask.html","success","0","3","yes","3","no","3","3","yes","yes","continue","http://127.0.0.1:8767/site/ask.html","Check my config · Config Workshop","E FOR CONFIG TOOLS Guides Check my config Catalog Deployment Docs FAQ ConfigHub Check your configuration Use the AI assistant you already have. For Helm, this page builds a local prompt for one chart and one question, then helps","http://127.0.0.1:8767/site/ask.html"
"developer","developer-031","comprehension","mixed","D-C4","understand what ConfigHub adds","http://127.0.0.1:8767/site/charts/index.html","success","0","3","yes","3","no","3","3","yes","yes","continue","http://127.0.0.1:8767/site/charts/index.html","Component Catalog · Config Workshop","E FOR CONFIG TOOLS Guides Check my config Catalog Deployment Docs FAQ ConfigHub Choose a component, version, and configuration Runs on your laptop The Config Workshop Catalog retains exact package versions, useful configurations,","http://127.0.0.1:8767/site/charts/index.html"
"developer","developer-032","comprehension","mixed","D-C4","understand what ConfigHub adds","http://127.0.0.1:8767/site/try.html","success","0","31","yes","3","no","3","3","yes","yes","continue","http://127.0.0.1:8767/site/try.html","Try Redis · Config Workshop","E FOR CONFIG TOOLS Guides Check my config Catalog Deployment Docs FAQ ConfigHub Try a simple example: Redis Runs on your laptop Render one reviewed Redis configuration and inspect the 14 Kubernetes objects it creates. You do not","http://127.0.0.1:8767/site/try.html"
"developer","developer-033","comprehension","mixed","D-C4","understand what ConfigHub adds","http://127.0.0.1:8767/site/testing.html","success","0","2","yes","3","no","3","3","yes","yes","continue","http://127.0.0.1:8767/site/testing.html","Worked Examples · Config Workshop","E FOR CONFIG TOOLS Guides Check my config Catalog Deployment Docs FAQ ConfigHub Choose a worked example Runs on your laptop Choose the kind of configuration you have, then follow one worked example to exact Kubernetes objects and","http://127.0.0.1:8767/site/testing.html"
"developer","developer-034","comprehension","mixed","D-C4","understand what ConfigHub adds","http://127.0.0.1:8767/site/how-it-works.html","success","0","1","yes","3","no","3","3","yes","yes","continue","http://127.0.0.1:8767/site/how-it-works.html","Choose How To Deploy It · Config Workshop","E FOR CONFIG TOOLS Guides Check my config Catalog Deployment Docs FAQ ConfigHub Choose how to deploy it Come here after you have inspected the Kubernetes objects. They may have come from Helm, an AICR recipe for AI infrastructure","http://127.0.0.1:8767/site/how-it-works.html"
"developer","developer-035","comprehension","mixed","D-C4","understand what ConfigHub adds","http://127.0.0.1:8767/site/docs.html","success","0","1","yes","3","no","3","3","yes","yes","continue","http://127.0.0.1:8767/site/docs.html","Docs · Config Workshop","E FOR CONFIG TOOLS Guides Check my config Catalog Deployment Docs FAQ ConfigHub Find instructions for the step you are doing Choose the question closest to your current work. Each link opens the commands, example, or evidence you","http://127.0.0.1:8767/site/docs.html"
"developer","developer-036","comprehension","mixed","D-C4","understand what ConfigHub adds","http://127.0.0.1:8767/site/confighub.html","success","0","2","yes","3","no","3","3","yes","yes","continue","http://127.0.0.1:8767/site/confighub.html","Use ConfigHub · Config Workshop","Use ConfigHub · Config Workshop Config Workshop AN EXPERIMENTAL TEST SITE FOR CONFIG TOOLS Guides Check my config Catalog Deployment Docs FAQ ConfigHub Keep and ma","http://127.0.0.1:8767/site/confighub.html"
"developer","developer-037","navigation","Helm","D-N1","find a checked Redis configuration","http://127.0.0.1:8767/site/index.html","success","0","2","yes","2","no","2","2","yes","yes","continue","http://127.0.0.1:8767/site/index.html","Config Workshop · Understand and test your configuration","ci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-redis:25.5.3 \ --base reuse-existing-secret \ --namespace redis --work-dir ./redis \ --non-interactive --output-oci ./redis-rendered.oci Rendered 14 manife","http://127.0.0.1:8767/site/index.html"
"developer","developer-038","navigation","Helm","D-N1","find a checked Redis configuration","http://127.0.0.1:8767/site/guides.html","success","0","2","yes","2","no","2","2","yes","yes","continue","http://127.0.0.1:8767/site/guides.html","Guides · Config Workshop","es Follow one package end to end The longest guide. It takes a single Redis configuration through pulling, inspecting, verifying, changing, and upgrading, and shows what stays the same across versions. Open the detailed walkt","http://127.0.0.1:8767/site/guides.html"
"developer","developer-039","navigation","Helm","D-N1","find a checked Redis configuration","http://127.0.0.1:8767/site/ask.html","success","1","33","no","1","yes","2","2","yes","yes","continue","http://127.0.0.1:8767/site/charts/index.html","Component Catalog · Config Workshop","static-passwords , existing-secret 2 packaged configurations bitnami/redis Successors recorded: cloudpirates/redis · valkey/valkey 27.0.0 receipt 25.5.3 receipt reuse-existing-secret Recommended configuration to try first. R","http://127.0.0.1:8767/site/ask.html -> http://127.0.0.1:8767/site/charts/index.html"
"developer","developer-040","navigation","Helm","D-N1","find a checked Redis configuration","http://127.0.0.1:8767/site/charts/index.html","success","0","3","yes","2","no","2","2","yes","yes","continue","http://127.0.0.1:8767/site/charts/index.html","Component Catalog · Config Workshop","static-passwords , existing-secret 2 packaged configurations bitnami/redis Successors recorded: cloudpirates/redis · valkey/valkey 27.0.0 receipt 25.5.3 receipt reuse-existing-secret Recommended configuration to try first. R","http://127.0.0.1:8767/site/charts/index.html"
"developer","developer-041","navigation","Helm","D-N1","find a checked Redis configuration","http://127.0.0.1:8767/site/try.html","success","0","2","yes","2","no","2","2","yes","yes","continue","http://127.0.0.1:8767/site/try.html","Try Redis · Config Workshop","Try Redis · Config Workshop Config Workshop AN EXPERIMENTAL TEST SITE FOR CONFIG TOOLS Guides Check my config Catalog Deployment Docs FAQ ConfigHub Try a simpl","http://127.0.0.1:8767/site/try.html"
"developer","developer-042","navigation","Helm","D-N1","find a checked Redis configuration","http://127.0.0.1:8767/site/testing.html","success","0","2","yes","2","no","2","2","yes","yes","continue","http://127.0.0.1:8767/site/testing.html","Worked Examples · Config Workshop","ds a render alone cannot show. 1. Start with a configuration See what Redis installs, before you install it Turn the published Redis package into the exact Kubernetes files it produces. You need no account, no login, and no c","http://127.0.0.1:8767/site/testing.html"
"developer","developer-043","navigation","Helm","D-N1","find a checked Redis configuration","http://127.0.0.1:8767/site/how-it-works.html","success","0","2","yes","2","no","2","2","yes","yes","continue","http://127.0.0.1:8767/site/how-it-works.html","Choose How To Deploy It · Config Workshop","le somewhere a controller can pull: flux push artifact oci://REGISTRY/redis-rendered:v1 --path ./redis/out/manifests --source local --revision v1 (or oras cp the local layout). kubectl kubectl apply -f ./redis/out/manifests/","http://127.0.0.1:8767/site/how-it-works.html"
"developer","developer-044","navigation","Helm","D-N1","find a checked Redis configuration","http://127.0.0.1:8767/site/docs.html","success","0","1","yes","2","no","2","2","yes","yes","continue","http://127.0.0.1:8767/site/docs.html","Docs · Config Workshop","nfigHub. Start with a configuration Can I try one simple package? Try Redis for a short local exercise with no server, cluster, or account. Which public configuration should I use? Use the Component Catalog to choose a compon","http://127.0.0.1:8767/site/docs.html"
"developer","developer-045","navigation","Helm","D-N1","find a checked Redis configuration","http://127.0.0.1:8767/site/confighub.html","success","1","4","no","1","yes","2","2","yes","yes","continue","http://127.0.0.1:8767/site/charts/index.html","Component Catalog · Config Workshop","static-passwords , existing-secret 2 packaged configurations bitnami/redis Successors recorded: cloudpirates/redis · valkey/valkey 27.0.0 receipt 25.5.3 receipt reuse-existing-secret Recommended configuration to try first. R","http://127.0.0.1:8767/site/confighub.html -> http://127.0.0.1:8767/site/charts/index.html"
"developer","developer-046","navigation","Helm","D-N2","find help for AI-written Helm values","http://127.0.0.1:8767/site/index.html","success","0","3","yes","3","no","3","3","yes","yes","continue","http://127.0.0.1:8767/site/index.html","Config Workshop · Understand and test your configuration","S Guides Check my config Catalog Deployment Docs FAQ ConfigHub Helm · AICR · OCI packages Detect and Stop Config Drift Search the Catalog when we already cover your chart and version. Use Check my config when you have your","http://127.0.0.1:8767/site/index.html"
"developer","developer-047","navigation","Helm","D-N2","find help for AI-written Helm values","http://127.0.0.1:8767/site/guides.html","success","0","33","yes","3","no","3","3","yes","yes","continue","http://127.0.0.1:8767/site/guides.html","Guides · Config Workshop","doing it Three guides, shortest first. Each one runs real commands against real packages, so you finish with output you can check rather than a description of what would happen. The first needs no account, no server, and","http://127.0.0.1:8767/site/guides.html"
"developer","developer-048","navigation","Helm","D-N2","find help for AI-written Helm values","http://127.0.0.1:8767/site/ask.html","success","0","32","yes","3","no","3","3","yes","yes","continue","http://127.0.0.1:8767/site/ask.html","Check my config · Config Workshop","atalog Deployment Docs FAQ ConfigHub Check your configuration Use the AI assistant you already have. For Helm, this page builds a local prompt for one chart and one question, then helps you compare the answer with our Cata","http://127.0.0.1:8767/site/ask.html"
"developer","developer-049","navigation","Helm","D-N2","find help for AI-written Helm values","http://127.0.0.1:8767/site/charts/index.html","success","0","2","yes","3","no","3","3","yes","yes","continue","http://127.0.0.1:8767/site/charts/index.html","Component Catalog · Config Workshop","and configuration Runs on your laptop The Config Workshop Catalog retains exact package versions, useful configurations, variants, setup requirements, checks, and known limits. Use it when we already cover your starting p","http://127.0.0.1:8767/site/charts/index.html"
"developer","developer-050","navigation","Helm","D-N2","find help for AI-written Helm values","http://127.0.0.1:8767/site/try.html","success","0","5","yes","3","no","3","3","yes","yes","continue","http://127.0.0.1:8767/site/try.html","Try Redis · Config Workshop","taller cub installer version kustomize version The plugin release contains the program for your operating system. You do not need Go. If cub is already installed, run cub upgrade first. Upgrade the plugin separately with c","http://127.0.0.1:8767/site/try.html"
"developer","developer-051","navigation","Helm","D-N2","find help for AI-written Helm values","http://127.0.0.1:8767/site/testing.html","success","0","2","yes","3","no","3","3","yes","yes","continue","http://127.0.0.1:8767/site/testing.html","Worked Examples · Config Workshop","t redis/redis-existing-secret yourself. These 14 files were checked against Helm's own output and matched. See the detailed Redis walkthrough for the recorded parity, upgrade, and rollback evidence. To keep an edit to the","http://127.0.0.1:8767/site/testing.html"
"developer","developer-052","navigation","Helm","D-N2","find help for AI-written Helm values","http://127.0.0.1:8767/site/how-it-works.html","success","0","5","yes","3","no","3","3","yes","yes","continue","http://127.0.0.1:8767/site/how-it-works.html","Choose How To Deploy It · Config Workshop","ve inspected the Kubernetes objects. They may have come from Helm, an AICR recipe for AI infrastructure, cub installer, OCI, or plain YAML. You can stop with local files, publish them directly as OCI, or save them in Confi","http://127.0.0.1:8767/site/how-it-works.html"
"developer","developer-053","navigation","Helm","D-N2","find help for AI-written Helm values","http://127.0.0.1:8767/site/docs.html","success","0","5","yes","3","no","3","3","yes","yes","continue","http://127.0.0.1:8767/site/docs.html","Docs · Config Workshop",", example, or evidence you need. Use these guides for commands and detailed instructions for Helm, AICR, OCI, YAML, and ConfigHub. Start with a configuration Can I try one simple package? Try Redis for a short local exerci","http://127.0.0.1:8767/site/docs.html"
"developer","developer-054","navigation","Helm","D-N2","find help for AI-written Helm values","http://127.0.0.1:8767/site/confighub.html","success","0","6","yes","3","no","3","3","yes","yes","continue","http://127.0.0.1:8767/site/confighub.html","Use ConfigHub · Config Workshop","he Catalog finds cases we already know. Check my config uses your own AI assistant for a new or uncertain case. Both work locally without a ConfigHub account. Continue here when your team wants to keep and manage the revie","http://127.0.0.1:8767/site/confighub.html"
"developer","developer-055","navigation","AICR","D-N3","find the AICR starting example","http://127.0.0.1:8767/site/index.html","success","0","6","yes","2","no","2","2","yes","yes","continue","http://127.0.0.1:8767/site/index.html","Config Workshop · Understand and test your configuration","S Guides Check my config Catalog Deployment Docs FAQ ConfigHub Helm · AICR · OCI packages Detect and Stop Config Drift Search the Catalog when we already cover your chart and version. Use Check my config when you have your o","http://127.0.0.1:8767/site/index.html"
"developer","developer-056","navigation","AICR","D-N3","find the AICR starting example","http://127.0.0.1:8767/site/guides.html","success","0","33","yes","2","no","2","2","yes","yes","continue","http://127.0.0.1:8767/site/guides.html","Guides · Config Workshop","ork through an example like yours Start from your own Helm values, an AICR recipe for AI infrastructure, an existing OCI package, or Kubernetes YAML. Each example carries the commands and the evidence for one worked flow, in","http://127.0.0.1:8767/site/guides.html"
"developer","developer-057","navigation","AICR","D-N3","find the AICR starting example","http://127.0.0.1:8767/site/ask.html","success","0","2","yes","2","no","2","2","yes","yes","continue","http://127.0.0.1:8767/site/ask.html","Check my config · Config Workshop","ose to report a problem with a public chart. Other inputs: Follow the AICR example , inspect an OCI package , or review Kubernetes YAML or an existing app . 1. For Helm, choose the question and chart Choose a question What w","http://127.0.0.1:8767/site/ask.html"
