LAST SEEN   TYPE      REASON                    OBJECT                                                            MESSAGE
10s         Normal    ExternalProvisioning      persistentvolumeclaim/data-elasticsearch-master-0                 Waiting for a volume to be created either by the external provisioner 'rancher.io/local-path' or manually by the system administrator. If volume creation is delayed, please verify that the provisioner is running and correctly registered.
10s         Normal    WaitForFirstConsumer      persistentvolumeclaim/data-elasticsearch-master-0                 waiting for first consumer to be created before binding
10s         Normal    WaitForFirstConsumer      persistentvolumeclaim/data-elasticsearch-master-2                 waiting for first consumer to be created before binding
10s         Normal    ExternalProvisioning      persistentvolumeclaim/data-elasticsearch-master-2                 Waiting for a volume to be created either by the external provisioner 'rancher.io/local-path' or manually by the system administrator. If volume creation is delayed, please verify that the provisioner is running and correctly registered.
10s         Normal    Provisioning              persistentvolumeclaim/data-elasticsearch-data-2                   External provisioner is provisioning volume for claim "default/data-elasticsearch-data-2"
10s         Normal    ExternalProvisioning      persistentvolumeclaim/data-elasticsearch-data-2                   Waiting for a volume to be created either by the external provisioner 'rancher.io/local-path' or manually by the system administrator. If volume creation is delayed, please verify that the provisioner is running and correctly registered.
10s         Normal    Scheduled                 pod/elasticsearch-coordinating-0                                  Successfully assigned default/elasticsearch-coordinating-0 to helm-expt-parity-elasticsearch-mqgeyy60-1773-control-plane
10s         Normal    Pulling                   pod/elasticsearch-coordinating-0                                  Pulling image "docker.io/bitnami/os-shell:12-debian-12-r50"
10s         Normal    Scheduled                 pod/elasticsearch-ingest-1                                        Successfully assigned default/elasticsearch-ingest-1 to helm-expt-parity-elasticsearch-mqgeyy60-1773-control-plane
10s         Normal    Pulling                   pod/elasticsearch-ingest-0                                        Pulling image "docker.io/bitnami/os-shell:12-debian-12-r50"
10s         Normal    Scheduled                 pod/elasticsearch-ingest-0                                        Successfully assigned default/elasticsearch-ingest-0 to helm-expt-parity-elasticsearch-mqgeyy60-1773-control-plane
10s         Normal    SuccessfulCreate          statefulset/elasticsearch-data                                    Create Pod elasticsearch-data-1 in StatefulSet elasticsearch-data successful
10s         Normal    Scheduled                 pod/elasticsearch-coordinating-1                                  Successfully assigned default/elasticsearch-coordinating-1 to helm-expt-parity-elasticsearch-mqgeyy60-1773-control-plane
10s         Normal    Pulling                   pod/elasticsearch-coordinating-1                                  Pulling image "docker.io/bitnami/os-shell:12-debian-12-r50"
10s         Normal    SuccessfulCreate          statefulset/elasticsearch-data                                    Create Pod elasticsearch-data-2 in StatefulSet elasticsearch-data successful
10s         Normal    SuccessfulCreate          statefulset/elasticsearch-data                                    Create Claim data-elasticsearch-data-2 Pod elasticsearch-data-2 in StatefulSet elasticsearch-data success
10s         Normal    SuccessfulCreate          statefulset/elasticsearch-data                                    Create Claim data-elasticsearch-data-1 Pod elasticsearch-data-1 in StatefulSet elasticsearch-data success
10s         Normal    SuccessfulCreate          statefulset/elasticsearch-data                                    Create Pod elasticsearch-data-0 in StatefulSet elasticsearch-data successful
10s         Normal    NoPods                    poddisruptionbudget/elasticsearch-coordinating                    No matching pods found
10s         Normal    NoPods                    poddisruptionbudget/elasticsearch-ingest                          No matching pods found
10s         Normal    SuccessfulCreate          statefulset/elasticsearch-coordinating                            Create Pod elasticsearch-coordinating-1 in StatefulSet elasticsearch-coordinating successful
10s         Normal    WaitForFirstConsumer      persistentvolumeclaim/data-elasticsearch-data-2                   waiting for first consumer to be created before binding
10s         Normal    Provisioning              persistentvolumeclaim/data-elasticsearch-data-1                   External provisioner is provisioning volume for claim "default/data-elasticsearch-data-1"
10s         Normal    ExternalProvisioning      persistentvolumeclaim/data-elasticsearch-data-1                   Waiting for a volume to be created either by the external provisioner 'rancher.io/local-path' or manually by the system administrator. If volume creation is delayed, please verify that the provisioner is running and correctly registered.
10s         Normal    WaitForFirstConsumer      persistentvolumeclaim/data-elasticsearch-data-1                   waiting for first consumer to be created before binding
10s         Normal    Provisioning              persistentvolumeclaim/data-elasticsearch-data-0                   External provisioner is provisioning volume for claim "default/data-elasticsearch-data-0"
10s         Normal    ExternalProvisioning      persistentvolumeclaim/data-elasticsearch-data-0                   Waiting for a volume to be created either by the external provisioner 'rancher.io/local-path' or manually by the system administrator. If volume creation is delayed, please verify that the provisioner is running and correctly registered.
10s         Normal    SuccessfulCreate          statefulset/elasticsearch-master                                  Create Pod elasticsearch-master-2 in StatefulSet elasticsearch-master successful
10s         Normal    SuccessfulCreate          statefulset/elasticsearch-master                                  Create Pod elasticsearch-master-1 in StatefulSet elasticsearch-master successful
10s         Normal    SuccessfulCreate          statefulset/elasticsearch-master                                  Create Claim data-elasticsearch-master-2 Pod elasticsearch-master-2 in StatefulSet elasticsearch-master success
10s         Normal    SuccessfulCreate          statefulset/elasticsearch-master                                  Create Claim data-elasticsearch-master-1 Pod elasticsearch-master-1 in StatefulSet elasticsearch-master success
10s         Normal    SuccessfulCreate          statefulset/elasticsearch-master                                  Create Pod elasticsearch-master-0 in StatefulSet elasticsearch-master successful
10s         Normal    SuccessfulCreate          statefulset/elasticsearch-master                                  Create Claim data-elasticsearch-master-0 Pod elasticsearch-master-0 in StatefulSet elasticsearch-master success
10s         Normal    NoPods                    poddisruptionbudget/elasticsearch-data                            No matching pods found
10s         Normal    SuccessfulCreate          statefulset/elasticsearch-ingest                                  Create Pod elasticsearch-ingest-0 in StatefulSet elasticsearch-ingest successful
10s         Normal    NoPods                    poddisruptionbudget/elasticsearch-master                          No matching pods found
10s         Normal    WaitForFirstConsumer      persistentvolumeclaim/data-elasticsearch-data-0                   waiting for first consumer to be created before binding
10s         Normal    SuccessfulCreate          statefulset/elasticsearch-ingest                                  Create Pod elasticsearch-ingest-1 in StatefulSet elasticsearch-ingest successful
9s          Warning   Failed                    pod/elasticsearch-coordinating-0                                  Failed to pull image "docker.io/bitnami/os-shell:12-debian-12-r50": rpc error: code = NotFound desc = failed to pull and unpack image "docker.io/bitnami/os-shell:12-debian-12-r50": failed to resolve reference "docker.io/bitnami/os-shell:12-debian-12-r50": docker.io/bitnami/os-shell:12-debian-12-r50: not found
9s          Warning   Failed                    pod/elasticsearch-coordinating-0                                  Error: ErrImagePull
8s          Warning   Failed                    pod/elasticsearch-coordinating-1                                  Failed to pull image "docker.io/bitnami/os-shell:12-debian-12-r50": rpc error: code = NotFound desc = failed to pull and unpack image "docker.io/bitnami/os-shell:12-debian-12-r50": failed to resolve reference "docker.io/bitnami/os-shell:12-debian-12-r50": docker.io/bitnami/os-shell:12-debian-12-r50: not found
8s          Normal    BackOff                   pod/elasticsearch-coordinating-0                                  Back-off pulling image "docker.io/bitnami/os-shell:12-debian-12-r50"
8s          Warning   Failed                    pod/elasticsearch-coordinating-0                                  Error: ImagePullBackOff
8s          Warning   Failed                    pod/elasticsearch-coordinating-1                                  Error: ErrImagePull
7s          Normal    BackOff                   pod/elasticsearch-coordinating-1                                  Back-off pulling image "docker.io/bitnami/os-shell:12-debian-12-r50"
7s          Normal    Pulling                   pod/elasticsearch-data-2                                          Pulling image "docker.io/bitnami/os-shell:12-debian-12-r50"
7s          Warning   Failed                    pod/elasticsearch-coordinating-1                                  Error: ImagePullBackOff
7s          Normal    ProvisioningSucceeded     persistentvolumeclaim/data-elasticsearch-data-2                   Successfully provisioned volume pvc-15782e5d-1a71-4928-86d3-2b00a32b315b
7s          Warning   Failed                    pod/elasticsearch-ingest-0                                        Failed to pull image "docker.io/bitnami/os-shell:12-debian-12-r50": rpc error: code = NotFound desc = failed to pull and unpack image "docker.io/bitnami/os-shell:12-debian-12-r50": failed to resolve reference "docker.io/bitnami/os-shell:12-debian-12-r50": docker.io/bitnami/os-shell:12-debian-12-r50: not found
7s          Warning   Failed                    pod/elasticsearch-ingest-0                                        Error: ErrImagePull
7s          Normal    Scheduled                 pod/elasticsearch-data-2                                          Successfully assigned default/elasticsearch-data-2 to helm-expt-parity-elasticsearch-mqgeyy60-1773-control-plane
7s          Normal    Provisioning              persistentvolumeclaim/data-elasticsearch-master-1                 External provisioner is provisioning volume for claim "default/data-elasticsearch-master-1"
6s          Normal    BackOff                   pod/elasticsearch-ingest-0                                        Back-off pulling image "docker.io/bitnami/os-shell:12-debian-12-r50"
6s          Warning   Failed                    pod/elasticsearch-ingest-0                                        Error: ImagePullBackOff
6s          Warning   Failed                    pod/elasticsearch-ingest-1                                        Failed to pull image "docker.io/bitnami/os-shell:12-debian-12-r50": rpc error: code = NotFound desc = failed to pull and unpack image "docker.io/bitnami/os-shell:12-debian-12-r50": failed to resolve reference "docker.io/bitnami/os-shell:12-debian-12-r50": docker.io/bitnami/os-shell:12-debian-12-r50: not found
6s          Warning   Failed                    pod/elasticsearch-ingest-1                                        Error: ErrImagePull
5s          Warning   Failed                    pod/elasticsearch-data-2                                          Error: ErrImagePull
5s          Normal    ProvisioningSucceeded     persistentvolumeclaim/data-elasticsearch-data-0                   Successfully provisioned volume pvc-65f826f0-0280-4786-9764-e1e9a07bb27a
5s          Normal    BackOff                   pod/elasticsearch-ingest-1                                        Back-off pulling image "docker.io/bitnami/os-shell:12-debian-12-r50"
5s          Warning   Failed                    pod/elasticsearch-ingest-1                                        Error: ImagePullBackOff
5s          Warning   Failed                    pod/elasticsearch-data-2                                          Failed to pull image "docker.io/bitnami/os-shell:12-debian-12-r50": rpc error: code = NotFound desc = failed to pull and unpack image "docker.io/bitnami/os-shell:12-debian-12-r50": failed to resolve reference "docker.io/bitnami/os-shell:12-debian-12-r50": docker.io/bitnami/os-shell:12-debian-12-r50: not found
5s          Normal    Scheduled                 pod/elasticsearch-data-0                                          Successfully assigned default/elasticsearch-data-0 to helm-expt-parity-elasticsearch-mqgeyy60-1773-control-plane
4s          Normal    Provisioning              persistentvolumeclaim/data-elasticsearch-master-2                 External provisioner is provisioning volume for claim "default/data-elasticsearch-master-2"
4s          Normal    Pulling                   pod/elasticsearch-data-0                                          Pulling image "docker.io/bitnami/os-shell:12-debian-12-r50"
4s          Normal    ProvisioningSucceeded     persistentvolumeclaim/data-elasticsearch-data-1                   Successfully provisioned volume pvc-d284787b-e1a3-46ae-ab30-448b93cfa981
4s          Warning   Failed                    pod/elasticsearch-data-2                                          Error: ImagePullBackOff
4s          Normal    BackOff                   pod/elasticsearch-data-2                                          Back-off pulling image "docker.io/bitnami/os-shell:12-debian-12-r50"
3s          Warning   Failed                    pod/elasticsearch-data-0                                          Error: ErrImagePull
3s          Normal    Scheduled                 pod/elasticsearch-master-0                                        Successfully assigned default/elasticsearch-master-0 to helm-expt-parity-elasticsearch-mqgeyy60-1773-control-plane
3s          Warning   Failed                    pod/elasticsearch-data-0                                          Error: ImagePullBackOff
3s          Warning   Failed                    pod/elasticsearch-data-0                                          Failed to pull image "docker.io/bitnami/os-shell:12-debian-12-r50": rpc error: code = NotFound desc = failed to pull and unpack image "docker.io/bitnami/os-shell:12-debian-12-r50": failed to resolve reference "docker.io/bitnami/os-shell:12-debian-12-r50": docker.io/bitnami/os-shell:12-debian-12-r50: not found
3s          Normal    Pulling                   pod/elasticsearch-master-0                                        Pulling image "docker.io/bitnami/os-shell:12-debian-12-r50"
3s          Normal    ProvisioningSucceeded     persistentvolumeclaim/data-elasticsearch-master-0                 Successfully provisioned volume pvc-fa2d2376-65e7-4f29-a0a3-6372e960be1b
3s          Normal    BackOff                   pod/elasticsearch-data-0                                          Back-off pulling image "docker.io/bitnami/os-shell:12-debian-12-r50"
3s          Normal    Pulling                   pod/elasticsearch-data-1                                          Pulling image "docker.io/bitnami/os-shell:12-debian-12-r50"
3s          Normal    Scheduled                 pod/elasticsearch-data-1                                          Successfully assigned default/elasticsearch-data-1 to helm-expt-parity-elasticsearch-mqgeyy60-1773-control-plane
2s          Normal    ProvisioningSucceeded     persistentvolumeclaim/data-elast

[truncated at 20000 characters]
