LAST SEEN   TYPE      REASON                    OBJECT                                                            MESSAGE
14m         Normal    Provisioning              persistentvolumeclaim/data-elasticsearch-data-1                   External provisioner is provisioning volume for claim "default/data-elasticsearch-data-1"
14m         Normal    NoPods                    poddisruptionbudget/elasticsearch-data                            No matching pods found
14m         Normal    WaitForFirstConsumer      persistentvolumeclaim/data-elasticsearch-data-1                   waiting for first consumer to be created before binding
14m         Normal    SuccessfulCreate          statefulset/elasticsearch-ingest                                  Create Pod elasticsearch-ingest-1 in StatefulSet elasticsearch-ingest successful
14m         Normal    NoPods                    poddisruptionbudget/elasticsearch-coordinating                    No matching pods found
14m         Normal    SuccessfulCreate          statefulset/elasticsearch-coordinating                            Create Pod elasticsearch-coordinating-0 in StatefulSet elasticsearch-coordinating successful
14m         Normal    SuccessfulCreate          statefulset/elasticsearch-coordinating                            Create Pod elasticsearch-coordinating-1 in StatefulSet elasticsearch-coordinating successful
14m         Normal    SuccessfulCreate          statefulset/elasticsearch-master                                  Create Claim data-elasticsearch-master-0 Pod elasticsearch-master-0 in StatefulSet elasticsearch-master success
14m         Normal    Provisioning              persistentvolumeclaim/data-elasticsearch-data-0                   External provisioner is provisioning volume for claim "default/data-elasticsearch-data-0"
14m         Normal    Scheduled                 pod/elasticsearch-ingest-1                                        Successfully assigned default/elasticsearch-ingest-1 to helm-expt-parity-elasticsearch-mqga39vs-1kmw-control-plane
14m         Normal    SuccessfulCreate          statefulset/elasticsearch-master                                  Create Pod elasticsearch-master-1 in StatefulSet elasticsearch-master successful
14m         Normal    SuccessfulCreate          statefulset/elasticsearch-master                                  Create Claim data-elasticsearch-master-1 Pod elasticsearch-master-1 in StatefulSet elasticsearch-master success
14m         Normal    ExternalProvisioning      persistentvolumeclaim/data-elasticsearch-data-0                   Waiting for a volume to be created either by the external provisioner 'rancher.io/local-path' or manually by the system administrator. If volume creation is delayed, please verify that the provisioner is running and correctly registered.
14m         Normal    ExternalProvisioning      persistentvolumeclaim/data-elasticsearch-master-1                 Waiting for a volume to be created either by the external provisioner 'rancher.io/local-path' or manually by the system administrator. If volume creation is delayed, please verify that the provisioner is running and correctly registered.
14m         Normal    ExternalProvisioning      persistentvolumeclaim/data-elasticsearch-data-1                   Waiting for a volume to be created either by the external provisioner 'rancher.io/local-path' or manually by the system administrator. If volume creation is delayed, please verify that the provisioner is running and correctly registered.
14m         Normal    ExternalProvisioning      persistentvolumeclaim/data-elasticsearch-master-0                 Waiting for a volume to be created either by the external provisioner 'rancher.io/local-path' or manually by the system administrator. If volume creation is delayed, please verify that the provisioner is running and correctly registered.
14m         Normal    ProvisioningSucceeded     persistentvolumeclaim/data-elasticsearch-data-0                   Successfully provisioned volume pvc-9daf9101-88dc-44ad-a637-03ce589595b5
14m         Normal    Scheduled                 pod/elasticsearch-data-0                                          Successfully assigned default/elasticsearch-data-0 to helm-expt-parity-elasticsearch-mqga39vs-1kmw-control-plane
14m         Normal    ProvisioningSucceeded     persistentvolumeclaim/data-elasticsearch-data-1                   Successfully provisioned volume pvc-55f97827-fb22-486e-a0df-6e42989d5038
14m         Normal    Scheduled                 pod/elasticsearch-data-1                                          Successfully assigned default/elasticsearch-data-1 to helm-expt-parity-elasticsearch-mqga39vs-1kmw-control-plane
14m         Normal    Scheduled                 pod/elasticsearch-master-0                                        Successfully assigned default/elasticsearch-master-0 to helm-expt-parity-elasticsearch-mqga39vs-1kmw-control-plane
14m         Normal    Scheduled                 pod/elasticsearch-master-1                                        Successfully assigned default/elasticsearch-master-1 to helm-expt-parity-elasticsearch-mqga39vs-1kmw-control-plane
14m         Normal    ProvisioningSucceeded     persistentvolumeclaim/data-elasticsearch-master-1                 Successfully provisioned volume pvc-f9bd2791-4bb5-4b4b-8a32-5f6a87ecfc07
14m         Normal    ProvisioningSucceeded     persistentvolumeclaim/data-elasticsearch-master-0                 Successfully provisioned volume pvc-a24f197c-5e7d-4a8e-b0e9-460b50b4d983
11m         Normal    Pulling                   pod/elasticsearch-coordinating-0                                  Pulling image "docker.io/bitnami/os-shell:12-debian-12-r50"
11m         Warning   Failed                    pod/elasticsearch-coordinating-0                                  Error: ErrImagePull
11m         Warning   Failed                    pod/elasticsearch-coordinating-0                                  Failed to pull image "docker.io/bitnami/os-shell:12-debian-12-r50": rpc error: code = NotFound desc = failed to pull and unpack image "docker.io/bitnami/os-shell:12-debian-12-r50": failed to resolve reference "docker.io/bitnami/os-shell:12-debian-12-r50": docker.io/bitnami/os-shell:12-debian-12-r50: not found
11m         Normal    Pulling                   pod/elasticsearch-coordinating-1                                  Pulling image "docker.io/bitnami/os-shell:12-debian-12-r50"
11m         Warning   Failed                    pod/elasticsearch-coordinating-1                                  Error: ErrImagePull
11m         Warning   Failed                    pod/elasticsearch-coordinating-1                                  Failed to pull image "docker.io/bitnami/os-shell:12-debian-12-r50": rpc error: code = NotFound desc = failed to pull and unpack image "docker.io/bitnami/os-shell:12-debian-12-r50": failed to resolve reference "docker.io/bitnami/os-shell:12-debian-12-r50": docker.io/bitnami/os-shell:12-debian-12-r50: not found
11m         Normal    Pulling                   pod/elasticsearch-master-1                                        Pulling image "docker.io/bitnami/os-shell:12-debian-12-r50"
11m         Warning   Failed                    pod/elasticsearch-master-1                                        Error: ErrImagePull
11m         Warning   Failed                    pod/elasticsearch-master-1                                        Failed to pull image "docker.io/bitnami/os-shell:12-debian-12-r50": rpc error: code = NotFound desc = failed to pull and unpack image "docker.io/bitnami/os-shell:12-debian-12-r50": failed to resolve reference "docker.io/bitnami/os-shell:12-debian-12-r50": docker.io/bitnami/os-shell:12-debian-12-r50: not found
11m         Normal    Pulling                   pod/elasticsearch-ingest-0                                        Pulling image "docker.io/bitnami/os-shell:12-debian-12-r50"
11m         Warning   Failed                    pod/elasticsearch-ingest-0                                        Error: ErrImagePull
11m         Normal    Pulling                   pod/elasticsearch-master-0                                        Pulling image "docker.io/bitnami/os-shell:12-debian-12-r50"
11m         Warning   Failed                    pod/elasticsearch-ingest-0                                        Failed to pull image "docker.io/bitnami/os-shell:12-debian-12-r50": rpc error: code = NotFound desc = failed to pull and unpack image "docker.io/bitnami/os-shell:12-debian-12-r50": failed to resolve reference "docker.io/bitnami/os-shell:12-debian-12-r50": docker.io/bitnami/os-shell:12-debian-12-r50: not found
11m         Warning   Failed                    pod/elasticsearch-master-0                                        Error: ErrImagePull
11m         Warning   Failed                    pod/elasticsearch-master-0                                        Failed to pull image "docker.io/bitnami/os-shell:12-debian-12-r50": rpc error: code = NotFound desc = failed to pull and unpack image "docker.io/bitnami/os-shell:12-debian-12-r50": failed to resolve reference "docker.io/bitnami/os-shell:12-debian-12-r50": docker.io/bitnami/os-shell:12-debian-12-r50: not found
11m         Normal    Pulling                   pod/elasticsearch-data-1                                          Pulling image "docker.io/bitnami/os-shell:12-debian-12-r50"
11m         Warning   Failed                    pod/elasticsearch-data-0                                          Error: ErrImagePull
11m         Warning   Failed                    pod/elasticsearch-data-0                                          Failed to pull image "docker.io/bitnami/os-shell:12-debian-12-r50": rpc error: code = NotFound desc = failed to pull and unpack image "docker.io/bitnami/os-shell:12-debian-12-r50": failed to resolve reference "docker.io/bitnami/os-shell:12-debian-12-r50": docker.io/bitnami/os-shell:12-debian-12-r50: not found
11m         Normal    Pulling                   pod/elasticsearch-data-0                                          Pulling image "docker.io/bitnami/os-shell:12-debian-12-r50"
11m         Warning   Failed                    pod/elasticsearch-data-1                                          Failed to pull image "docker.io/bitnami/os-shell:12-debian-12-r50": rpc error: code = NotFound desc = failed to pull and unpack image "docker.io/bitnami/os-shell:12-debian-12-r50": failed to resolve reference "docker.io/bitnami/os-shell:12-debian-12-r50": docker.io/bitnami/os-shell:12-debian-12-r50: not found
11m         Warning   Failed                    pod/elasticsearch-data-1                                          Error: ErrImagePull
11m         Normal    Pulling                   pod/elasticsearch-ingest-1                                        Pulling image "docker.io/bitnami/os-shell:12-debian-12-r50"
11m         Warning   Failed                    pod/elasticsearch-ingest-1                                        Error: ErrImagePull
11m         Warning   Failed                    pod/elasticsearch-ingest-1                                        Failed to pull image "docker.io/bitnami/os-shell:12-debian-12-r50": rpc error: code = NotFound desc = failed to pull and unpack image "docker.io/bitnami/os-shell:12-debian-12-r50": failed to resolve reference "docker.io/bitnami/os-shell:12-debian-12-r50": docker.io/bitnami/os-shell:12-debian-12-r50: not found
4m14s       Normal    BackOff                   pod/elasticsearch-ingest-0                                        Back-off pulling image "docker.io/bitnami/os-shell:12-debian-12-r50"
4m10s       Normal    BackOff                   pod/elasticsearch-coordinating-0                                  Back-off pulling image "docker.io/bitnami/os-shell:12-debian-12-r50"
4m10s       Warning   Failed                    pod/elasticsearch-coordinating-0                                  Error: ImagePullBackOff
4m9s        Warning   Failed                    pod/elasticsearch-ingest-1                                        Error: ImagePullBackOff
4m9s        Normal    BackOff                   pod/elasticsearch-ingest-1                                        Back-off pulling image "docker.io/bitnami/os-shell:12-debian-12-r50"
4m9s        Normal    BackOff                   pod/elasticsearch-master-1                                        Back-off pulling image "docker.io/bitnami/os-shell:12-debian-12-r50"
4m7s        Warning   Failed                    pod/elasticsearch-coordinating-1                                  Error: ImagePullBackOff
4m7s        Normal    BackOff                   pod/elasticsearch-coordinating-1                                  Back-off pulling image "docker.io/bitnami/os-shell:12-debian-12-r50"
4m2s        Warning   Failed                    pod/elasticsearch-data-0                                          Error: ImagePullBackOff
4m2s        Normal    BackOff                   pod/elasticsearch-data-0                                          Back-off pulling image "docker.io/bitnami/os-shell:12-debian-12-r50"
4m          Warning   Failed                    pod/elasticsearch-data-1                                          Error: ImagePullBackOff
4m          Normal    BackOff                   pod/elasticsearch-data-1                                          Back-off pulling image "docker.io/bitnami/os-shell:12-debian-12-r50"
3m59s       Warning   Failed                    pod/elasticsearch-master-0                                        Error: ImagePullBackOff
3m59s       Warning   Failed                    pod/elasticsearch-ingest-0                                        Error: ImagePullBackOff
3m59s       Normal    BackOff                   pod/elasticsearch-master-0                                        Back-off pulling image "docker.io/bitnami/os-shell:12-debian-12-r50"
3m55s       Warning   Failed                    pod/elasticsearch-master-1                                        Error: ImagePullBackOff
