I0616 06:13:03.060395       1 main.go:118] "Version" version="v2.1.0-eksbuild.6"
E0616 06:13:33.061361       1 main.go:185] "Failed to create CSI client" err="failed to connect to CSI driver: context deadline exceeded"
I0616 06:09:49.458681       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:09:59.457949       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:10:09.459306       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:10:19.458614       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:10:29.459095       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:10:39.462461       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:10:49.458078       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:10:59.462816       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:11:09.459117       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:11:19.460337       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:11:29.463938       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:11:39.459089       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:11:49.463371       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:11:59.461043       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:12:09.462726       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:12:19.458240       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:12:29.459245       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:12:39.458234       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:12:49.458129       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:12:59.458794       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:13:09.463493       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:13:19.459427       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:13:29.458696       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:13:39.459045       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:13:49.459142       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:13:59.461219       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:14:09.461237       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:14:19.460019       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:14:29.458304       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:14:39.459508       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:13:02.897184       1 main.go:174] "Initializing metadata"
I0616 06:13:02.897219       1 metadata.go:75] "Attempting to retrieve instance metadata from IMDS"
E0616 06:13:07.899490       1 metadata.go:81] "Retrieving IMDS metadata failed" err="could not get IMDS metadata: operation error ec2imds: GetInstanceIdentityDocument, request canceled, context deadline exceeded"
I0616 06:13:07.899618       1 metadata.go:92] "Attempting to retrieve instance metadata from Kubernetes API"
I0616 06:13:07.899816       1 envvar.go:195] "Feature gate default state" feature="ClientsPreferCBOR" enabled=false
I0616 06:13:07.899853       1 envvar.go:195] "Feature gate default state" feature="ClientsAllowTLSCacheGC" enabled=true
I0616 06:13:07.899875       1 envvar.go:195] "Feature gate default state" feature="InformerResourceVersion" enabled=true
I0616 06:13:07.899885       1 envvar.go:195] "Feature gate default state" feature="ClientsAllowCBOR" enabled=false
I0616 06:13:07.899894       1 envvar.go:195] "Feature gate default state" feature="InOrderInformersBatchProcess" enabled=true
I0616 06:13:07.899903       1 envvar.go:195] "Feature gate default state" feature="UnlockWhileProcessingFIFO" enabled=true
I0616 06:13:07.899912       1 envvar.go:195] "Feature gate default state" feature="InOrderInformers" enabled=true
I0616 06:13:07.899932       1 envvar.go:195] "Feature gate default state" feature="WatchListClient" enabled=true
I0616 06:13:07.899935       1 envvar.go:195] "Feature gate default state" feature="ClientsAllowCARotation" enabled=true
I0616 06:13:07.899937       1 envvar.go:195] "Feature gate default state" feature="AtomicFIFO" enabled=true
E0616 06:13:07.911249       1 metadata.go:98] "Retrieving Kubernetes metadata failed" err="did not find aws instance ID in node providerID string"
E0616 06:13:07.911305       1 main.go:179] "Failed to initialize metadata when it is required" err="all speci

[truncated at 20000 characters]
