LAST SEEN   TYPE      REASON                    OBJECT                                                            MESSAGE
14m         Normal    Scheduled                 pod/elasticsearch-ingest-1                                        Successfully assigned default/elasticsearch-ingest-1 to helm-expt-parity-elasticsearch-mqgeyy60-1773-control-plane
14m         Normal    SuccessfulCreate          statefulset/elasticsearch-master                                  Create Pod elasticsearch-master-0 in StatefulSet elasticsearch-master successful
14m         Normal    Provisioning              persistentvolumeclaim/data-elasticsearch-data-2                   External provisioner is provisioning volume for claim "default/data-elasticsearch-data-2"
14m         Normal    Scheduled                 pod/elasticsearch-coordinating-1                                  Successfully assigned default/elasticsearch-coordinating-1 to helm-expt-parity-elasticsearch-mqgeyy60-1773-control-plane
14m         Normal    SuccessfulCreate          statefulset/elasticsearch-master                                  Create Claim data-elasticsearch-master-1 Pod elasticsearch-master-1 in StatefulSet elasticsearch-master success
14m         Normal    SuccessfulCreate          statefulset/elasticsearch-master                                  Create Claim data-elasticsearch-master-2 Pod elasticsearch-master-2 in StatefulSet elasticsearch-master success
14m         Normal    Scheduled                 pod/elasticsearch-ingest-0                                        Successfully assigned default/elasticsearch-ingest-0 to helm-expt-parity-elasticsearch-mqgeyy60-1773-control-plane
14m         Normal    ExternalProvisioning      persistentvolumeclaim/data-elasticsearch-data-2                   Waiting for a volume to be created either by the external provisioner 'rancher.io/local-path' or manually by the system administrator. If volume creation is delayed, please verify that the provisioner is running and correctly registered.
14m         Normal    WaitForFirstConsumer      persistentvolumeclaim/data-elasticsearch-data-2                   waiting for first consumer to be created before binding
14m         Normal    NoPods                    poddisruptionbudget/elasticsearch-coordinating                    No matching pods found
14m         Normal    SuccessfulCreate          statefulset/elasticsearch-coordinating                            Create Pod elasticsearch-coordinating-0 in StatefulSet elasticsearch-coordinating successful
14m         Normal    SuccessfulCreate          statefulset/elasticsearch-coordinating                            Create Pod elasticsearch-coordinating-1 in StatefulSet elasticsearch-coordinating successful
14m         Normal    SuccessfulCreate          statefulset/elasticsearch-data                                    Create Pod elasticsearch-data-1 in StatefulSet elasticsearch-data successful
14m         Normal    ExternalProvisioning      persistentvolumeclaim/data-elasticsearch-master-0                 Waiting for a volume to be created either by the external provisioner 'rancher.io/local-path' or manually by the system administrator. If volume creation is delayed, please verify that the provisioner is running and correctly registered.
14m         Normal    SuccessfulCreate          statefulset/elasticsearch-data                                    Create Claim data-elasticsearch-data-2 Pod elasticsearch-data-2 in StatefulSet elasticsearch-data success
14m         Normal    SuccessfulCreate          statefulset/elasticsearch-data                                    Create Pod elasticsearch-data-0 in StatefulSet elasticsearch-data successful
14m         Normal    SuccessfulCreate          statefulset/elasticsearch-data                                    Create Claim data-elasticsearch-data-0 Pod elasticsearch-data-0 in StatefulSet elasticsearch-data success
14m         Normal    Provisioning              persistentvolumeclaim/data-elasticsearch-data-1                   External provisioner is provisioning volume for claim "default/data-elasticsearch-data-1"
14m         Normal    NoPods                    poddisruptionbudget/elasticsearch-data                            No matching pods found
14m         Normal    SuccessfulCreate          statefulset/elasticsearch-master                                  Create Pod elasticsearch-master-1 in StatefulSet elasticsearch-master successful
14m         Normal    SuccessfulCreate          statefulset/elasticsearch-master                                  Create Pod elasticsearch-master-2 in StatefulSet elasticsearch-master successful
14m         Normal    ExternalProvisioning      persistentvolumeclaim/data-elasticsearch-data-0                   Waiting for a volume to be created either by the external provisioner 'rancher.io/local-path' or manually by the system administrator. If volume creation is delayed, please verify that the provisioner is running and correctly registered.
14m         Normal    ExternalProvisioning      persistentvolumeclaim/data-elasticsearch-data-1                   Waiting for a volume to be created either by the external provisioner 'rancher.io/local-path' or manually by the system administrator. If volume creation is delayed, please verify that the provisioner is running and correctly registered.
14m         Normal    WaitForFirstConsumer      persistentvolumeclaim/data-elasticsearch-data-1                   waiting for first consumer to be created before binding
14m         Normal    Provisioning              persistentvolumeclaim/data-elasticsearch-data-0                   External provisioner is provisioning volume for claim "default/data-elasticsearch-data-0"
14m         Normal    Scheduled                 pod/elasticsearch-data-2                                          Successfully assigned default/elasticsearch-data-2 to helm-expt-parity-elasticsearch-mqgeyy60-1773-control-plane
14m         Normal    Provisioning              persistentvolumeclaim/data-elasticsearch-master-1                 External provisioner is provisioning volume for claim "default/data-elasticsearch-master-1"
14m         Normal    ProvisioningSucceeded     persistentvolumeclaim/data-elasticsearch-data-2                   Successfully provisioned volume pvc-15782e5d-1a71-4928-86d3-2b00a32b315b
14m         Normal    Scheduled                 pod/elasticsearch-data-0                                          Successfully assigned default/elasticsearch-data-0 to helm-expt-parity-elasticsearch-mqgeyy60-1773-control-plane
14m         Normal    ProvisioningSucceeded     persistentvolumeclaim/data-elasticsearch-data-0                   Successfully provisioned volume pvc-65f826f0-0280-4786-9764-e1e9a07bb27a
14m         Normal    ProvisioningSucceeded     persistentvolumeclaim/data-elasticsearch-data-1                   Successfully provisioned volume pvc-d284787b-e1a3-46ae-ab30-448b93cfa981
14m         Normal    Provisioning              persistentvolumeclaim/data-elasticsearch-master-2                 External provisioner is provisioning volume for claim "default/data-elasticsearch-master-2"
14m         Normal    Scheduled                 pod/elasticsearch-master-0                                        Successfully assigned default/elasticsearch-master-0 to helm-expt-parity-elasticsearch-mqgeyy60-1773-control-plane
14m         Normal    ProvisioningSucceeded     persistentvolumeclaim/data-elasticsearch-master-0                 Successfully provisioned volume pvc-fa2d2376-65e7-4f29-a0a3-6372e960be1b
14m         Normal    Scheduled                 pod/elasticsearch-data-1                                          Successfully assigned default/elasticsearch-data-1 to helm-expt-parity-elasticsearch-mqgeyy60-1773-control-plane
14m         Normal    ProvisioningSucceeded     persistentvolumeclaim/data-elasticsearch-master-1                 Successfully provisioned volume pvc-b0899f9f-7808-4b59-8c94-31f640b9c3fc
14m         Normal    Scheduled                 pod/elasticsearch-master-1                                        Successfully assigned default/elasticsearch-master-1 to helm-expt-parity-elasticsearch-mqgeyy60-1773-control-plane
14m         Normal    ProvisioningSucceeded     persistentvolumeclaim/data-elasticsearch-master-2                 Successfully provisioned volume pvc-91178db7-0abc-4930-935f-92e3d7b2c942
14m         Normal    Scheduled                 pod/elasticsearch-master-2                                        Successfully assigned default/elasticsearch-master-2 to helm-expt-parity-elasticsearch-mqgeyy60-1773-control-plane
11m         Warning   Failed                    pod/elasticsearch-coordinating-0                                  Failed to pull image "docker.io/bitnami/os-shell:12-debian-12-r50": rpc error: code = NotFound desc = failed to pull and unpack image "docker.io/bitnami/os-shell:12-debian-12-r50": failed to resolve reference "docker.io/bitnami/os-shell:12-debian-12-r50": docker.io/bitnami/os-shell:12-debian-12-r50: not found
11m         Warning   Failed                    pod/elasticsearch-coordinating-0                                  Error: ErrImagePull
11m         Warning   Failed                    pod/elasticsearch-ingest-0                                        Failed to pull image "docker.io/bitnami/os-shell:12-debian-12-r50": rpc error: code = NotFound desc = failed to pull and unpack image "docker.io/bitnami/os-shell:12-debian-12-r50": failed to resolve reference "docker.io/bitnami/os-shell:12-debian-12-r50": docker.io/bitnami/os-shell:12-debian-12-r50: not found
11m         Warning   Failed                    pod/elasticsearch-ingest-0                                        Error: ErrImagePull
11m         Normal    Pulling                   pod/elasticsearch-data-1                                          Pulling image "docker.io/bitnami/os-shell:12-debian-12-r50"
11m         Warning   Failed                    pod/elasticsearch-data-1                                          Failed to pull image "docker.io/bitnami/os-shell:12-debian-12-r50": rpc error: code = NotFound desc = failed to pull and unpack image "docker.io/bitnami/os-shell:12-debian-12-r50": failed to resolve reference "docker.io/bitnami/os-shell:12-debian-12-r50": docker.io/bitnami/os-shell:12-debian-12-r50: not found
11m         Warning   Failed                    pod/elasticsearch-data-1                                          Error: ErrImagePull
11m         Normal    Pulling                   pod/elasticsearch-coordinating-1                                  Pulling image "docker.io/bitnami/os-shell:12-debian-12-r50"
11m         Warning   Failed                    pod/elasticsearch-coordinating-1                                  Failed to pull image "docker.io/bitnami/os-shell:12-debian-12-r50": rpc error: code = NotFound desc = failed to pull and unpack image "docker.io/bitnami/os-shell:12-debian-12-r50": failed to resolve reference "docker.io/bitnami/os-shell:12-debian-12-r50": docker.io/bitnami/os-shell:12-debian-12-r50: not found
11m         Warning   Failed                    pod/elasticsearch-coordinating-1                                  Error: ErrImagePull
11m         Normal    Pulling                   pod/elasticsearch-data-0                                          Pulling image "docker.io/bitnami/os-shell:12-debian-12-r50"
11m         Warning   Failed                    pod/elasticsearch-data-0                                          Failed to pull image "docker.io/bitnami/os-shell:12-debian-12-r50": rpc error: code = NotFound desc = failed to pull and unpack image "docker.io/bitnami/os-shell:12-debian-12-r50": failed to resolve reference "docker.io/bitnami/os-shell:12-debian-12-r50": docker.io/bitnami/os-shell:12-debian-12-r50: not found
11m         Normal    Pulling                   pod/elasticsearch-master-1                                        Pulling image "docker.io/bitnami/os-shell:12-debian-12-r50"
11m         Warning   Failed                    pod/elasticsearch-data-0                                          Error: ErrImagePull
11m         Warning   Failed                    pod/elasticsearch-master-1                                        Failed to pull image "docker.io/bitnami/os-shell:12-debian-12-r50": rpc error: code = NotFound desc = failed to pull and unpack image "docker.io/bitnami/os-shell:12-debian-12-r50": failed to resolve reference "docker.io/bitnami/os-shell:12-debian-12-r50": docker.io/bitnami/os-shell:12-debian-12-r50: not found
11m         Normal    Pulling                   pod/elasticsearch-master-2                                        Pulling image "docker.io/bitnami/os-shell:12-debian-12-r50"
11m         Normal    Pulling                   pod/elasticsearch-master-0                                        Pulling image "docker.io/bitnami/os-shell:12-debian-12-r50"
11m         Warning   Failed                    pod/elasticsearch-master-1                                        Error: ErrImagePull
11m         Warning   Failed                    pod/elasticsearch-master-0                                        Error: ErrImagePull
11m         Warning   Failed                    pod/elasticsearch-master-0                                        Failed to pull image "docker.io/bitnami/os-shell:12-debian-12-r50": rpc error: code = NotFound desc = failed to pull and unpack image "docker.io/bitnami/os-shell:12-debian-12-r50": failed to resolve reference "docker.io/bitnami/os-shell:12-debian-12-r50": docker.io/bitnami/os-shell:12-debian-12-r50: not found
11m         Normal    Pulling                   pod/elasticsearch-data-2                                          Pulling image "docker.io/bitnami/os-shell:12-debian-12-r50"
11m         Normal    Pulling                   pod/elasticsearch-ingest-1                                        Pulling image "docker.io/bitnami/os-shell:12-debian-12-r50"
11m         Warning   Failed                    pod/elasticsearch-master-2                                        Error: ErrImagePull
11m         Warning   Failed                    pod/elasticsearch-master-2                                        Failed to pull image "docker.io/bitnami/os-shell:12-debian-12-r50": rpc error: code = NotFound desc = failed to pull and unpack image "docker.io/bitnami/os-shell:12-debian-12-r50": failed to resolve reference "docker.io/bitnami/os-shell:12-debian-12-r50": docker.io/bitnami/os-shell:12-debian-12-r50: not found
11m         Warning   Failed                    pod/elas

[truncated at 20000 characters]
