"persona","run_id","max_clicks","category","format","goal_code","goal","start_url","outcome","clicks","elapsed_ms","start_complete","start_matched_groups","first_click_accurate","matched_groups","total_groups","actionable","next_action_clear","disposition","evidence_url","evidence_title","evidence_excerpt","path"
"developer","developer-013","3","comprehension","mixed","D-C2","understand Catalog versus my own case","https://confighub.github.io/helm-expt/site/guides.html","success","3","181","no","1","no","2","2","yes","yes","continue","https://confighub.github.io/helm-expt/site/ask.html","Check my config · Config Workshop","Config Workshop AN EXPERIMENTAL TEST SITE FOR CONFIG TOOLS AI agents Catalog Check my config Promote my config Deployment Docs ConfigHub Check your configuration &ldquo;Here is the chart and values my AI produced. Compare them","https://confighub.github.io/helm-expt/site/guides.html -> https://confighub.github.io/helm-expt/site/charts/index.html -> https://confighub.github.io/helm-expt/site/d/docs/reference/how-the-catalog-is-built.html -> https://confighub.github.io/helm-expt/site/ask.html"
"developer","developer-014","3","comprehension","mixed","D-C2","understand Catalog versus my own case","https://confighub.github.io/helm-expt/site/ai.html","success","3","181","no","1","no","2","2","yes","yes","continue","https://confighub.github.io/helm-expt/site/ask.html","Check my config · Config Workshop","Config Workshop AN EXPERIMENTAL TEST SITE FOR CONFIG TOOLS AI agents Catalog Check my config Promote my config Deployment Docs ConfigHub Check your configuration &ldquo;Here is the chart and values my AI produced. Compare them","https://confighub.github.io/helm-expt/site/ai.html -> https://confighub.github.io/helm-expt/site/charts/index.html -> https://confighub.github.io/helm-expt/site/d/docs/reference/how-the-catalog-is-built.html -> https://confighub.github.io/helm-expt/site/ask.html"
"developer","developer-015","3","comprehension","mixed","D-C2","understand Catalog versus my own case","https://confighub.github.io/helm-expt/site/ask.html","success","0","119","yes","2","no","2","2","yes","yes","continue","https://confighub.github.io/helm-expt/site/ask.html","Check my config · Config Workshop","Config Workshop AN EXPERIMENTAL TEST SITE FOR CONFIG TOOLS AI agents Catalog Check my config Promote my config Deployment Docs ConfigHub Check your configuration &ldquo;Here is the chart and values my AI produced. Compare them","https://confighub.github.io/helm-expt/site/ask.html"
"developer","developer-016","3","comprehension","mixed","D-C2","understand Catalog versus my own case","https://confighub.github.io/helm-expt/site/promote.html","success","3","291","no","1","no","2","2","yes","yes","continue","https://confighub.github.io/helm-expt/site/ask.html","Check my config · Config Workshop","Config Workshop AN EXPERIMENTAL TEST SITE FOR CONFIG TOOLS AI agents Catalog Check my config Promote my config Deployment Docs ConfigHub Check your configuration &ldquo;Here is the chart and values my AI produced. Compare them","https://confighub.github.io/helm-expt/site/promote.html -> https://confighub.github.io/helm-expt/site/charts/index.html -> https://confighub.github.io/helm-expt/site/d/docs/reference/how-the-catalog-is-built.html -> https://confighub.github.io/helm-expt/site/ask.html"
"developer","developer-017","3","comprehension","mixed","D-C2","understand Catalog versus my own case","https://confighub.github.io/helm-expt/site/charts/index.html","success","2","62","no","1","no","2","2","yes","yes","continue","https://confighub.github.io/helm-expt/site/ask.html","Check my config · Config Workshop","Config Workshop AN EXPERIMENTAL TEST SITE FOR CONFIG TOOLS AI agents Catalog Check my config Promote my config Deployment Docs ConfigHub Check your configuration &ldquo;Here is the chart and values my AI produced. Compare them","https://confighub.github.io/helm-expt/site/charts/index.html -> https://confighub.github.io/helm-expt/site/d/docs/reference/how-the-catalog-is-built.html -> https://confighub.github.io/helm-expt/site/ask.html"
"developer","developer-018","3","comprehension","mixed","D-C2","understand Catalog versus my own case","https://confighub.github.io/helm-expt/site/try.html","success","0","106","yes","2","no","2","2","yes","yes","continue","https://confighub.github.io/helm-expt/site/try.html","Try Redis · Config Workshop","Config Workshop AN EXPERIMENTAL TEST SITE FOR CONFIG TOOLS AI agents Catalog Check my config Promote my config Deployment Docs ConfigHub Try a simple example: Redis Runs on your laptop Render one reviewed Redis configuration a","https://confighub.github.io/helm-expt/site/try.html"
"developer","developer-019","3","comprehension","mixed","D-C2","understand Catalog versus my own case","https://confighub.github.io/helm-expt/site/testing.html","partial","3","191","no","1","no","1","2","yes","no","bookmark","https://confighub.github.io/helm-expt/site/testing.html","Worked Examples · Config Workshop","Config Workshop AN EXPERIMENTAL TEST SITE FOR CONFIG TOOLS AI agents Catalog Check my config Promote my config Deployment Docs ConfigHub Choose a worked example Runs on your laptop Choose the kind of configuration you have, th","https://confighub.github.io/helm-expt/site/testing.html -> https://confighub.github.io/helm-expt/site/d/data/helm-catalog-readmes/spaces/byo-nginx-ai-values-24-0-2-reviewed/README.html -> https://confighub.github.io/helm-expt/site/charts/index.html -> https://confighub.github.io/helm-expt/site/d/docs/reference/how-the-catalog-is-built.html"
"developer","developer-020","3","comprehension","mixed","D-C2","understand Catalog versus my own case","https://confighub.github.io/helm-expt/site/how-it-works.html","success","3","163","no","1","no","2","2","yes","yes","continue","https://confighub.github.io/helm-expt/site/ask.html","Check my config · Config Workshop","Config Workshop AN EXPERIMENTAL TEST SITE FOR CONFIG TOOLS AI agents Catalog Check my config Promote my config Deployment Docs ConfigHub Check your configuration &ldquo;Here is the chart and values my AI produced. Compare them","https://confighub.github.io/helm-expt/site/how-it-works.html -> https://confighub.github.io/helm-expt/site/charts/index.html -> https://confighub.github.io/helm-expt/site/d/docs/reference/how-the-catalog-is-built.html -> https://confighub.github.io/helm-expt/site/ask.html"
"developer","developer-021","3","comprehension","mixed","D-C2","understand Catalog versus my own case","https://confighub.github.io/helm-expt/site/docs.html","success","3","71","no","1","no","2","2","yes","yes","continue","https://confighub.github.io/helm-expt/site/ask.html","Check my config · Config Workshop","Config Workshop AN EXPERIMENTAL TEST SITE FOR CONFIG TOOLS AI agents Catalog Check my config Promote my config Deployment Docs ConfigHub Check your configuration &ldquo;Here is the chart and values my AI produced. Compare them","https://confighub.github.io/helm-expt/site/docs.html -> https://confighub.github.io/helm-expt/site/charts/index.html -> https://confighub.github.io/helm-expt/site/d/docs/reference/how-the-catalog-is-built.html -> https://confighub.github.io/helm-expt/site/ask.html"
"developer","developer-022","3","comprehension","mixed","D-C2","understand Catalog versus my own case","https://confighub.github.io/helm-expt/site/confighub.html","success","3","171","no","1","no","2","2","yes","yes","continue","https://confighub.github.io/helm-expt/site/ask.html","Check my config · Config Workshop","Config Workshop AN EXPERIMENTAL TEST SITE FOR CONFIG TOOLS AI agents Catalog Check my config Promote my config Deployment Docs ConfigHub Check your configuration &ldquo;Here is the chart and values my AI produced. Compare them","https://confighub.github.io/helm-expt/site/confighub.html -> https://confighub.github.io/helm-expt/site/charts/index.html -> https://confighub.github.io/helm-expt/site/d/docs/reference/how-the-catalog-is-built.html -> https://confighub.github.io/helm-expt/site/ask.html"
"developer","developer-023","3","comprehension","Helm","D-C3","understand cub installer","https://confighub.github.io/helm-expt/site/index.html","success","0","22","yes","3","no","3","3","yes","yes","continue","https://confighub.github.io/helm-expt/site/index.html","Config Workshop · Understand and test your configuration","ations Try Redis catalog package → files + OCI · no cluster touched $ cub installer setup \ --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-redis:25.5.3 \ --base reuse-existing-secret \ --namespace redis","https://confighub.github.io/helm-expt/site/index.html"
"developer","developer-024","3","comprehension","Helm","D-C3","understand cub installer","https://confighub.github.io/helm-expt/site/guides.html","success","1","141","no","1","yes","3","3","yes","yes","continue","https://confighub.github.io/helm-expt/site/try.html","Try Redis · Config Workshop","H=""$HOME/.confighub/bin:$PATH"" cub plugin install confighub/installer cub installer version kustomize version The plugin release contains the program for your operating system. You do not need Go. If cub is already installed, run cub","https://confighub.github.io/helm-expt/site/guides.html -> https://confighub.github.io/helm-expt/site/try.html"
"developer","developer-025","3","comprehension","Helm","D-C3","understand cub installer","https://confighub.github.io/helm-expt/site/ai.html","partial","3","132","no","1","no","2","3","yes","no","bookmark","https://confighub.github.io/helm-expt/site/how-it-works.html#setting-sources","Choose How To Deploy It · Config Workshop",". They may have come from Helm, an AICR recipe for AI infrastructure, cub installer, OCI, or plain YAML. You can stop with local files, publish them directly as OCI, or save them in ConfigHub and publish a reviewed release OCI later.","https://confighub.github.io/helm-expt/site/ai.html -> https://confighub.github.io/helm-expt/site/charts/index.html -> https://confighub.github.io/helm-expt/site/how-it-works.html#setting-sources -> https://confighub.github.io/helm-expt/site/d/docs/user/cub-deployment-path.html"
"developer","developer-026","3","comprehension","Helm","D-C3","understand cub installer","https://confighub.github.io/helm-expt/site/ask.html","success","2","50","no","1","no","3","3","yes","yes","continue","https://confighub.github.io/helm-expt/site/try.html#install-cub","Try Redis · Config Workshop","H=""$HOME/.confighub/bin:$PATH"" cub plugin install confighub/installer cub installer version kustomize version The plugin release contains the program for your operating system. You do not need Go. If cub is already installed, run cub","https://confighub.github.io/helm-expt/site/ask.html -> https://confighub.github.io/helm-expt/site/ask.html#ignored-values -> https://confighub.github.io/helm-expt/site/try.html#install-cub"
"developer","developer-027","3","comprehension","Helm","D-C3","understand cub installer","https://confighub.github.io/helm-expt/site/promote.html","success","1","41","no","2","yes","3","3","yes","yes","continue","https://confighub.github.io/helm-expt/site/try.html#install-cub","Try Redis · Config Workshop","H=""$HOME/.confighub/bin:$PATH"" cub plugin install confighub/installer cub installer version kustomize version The plugin release contains the program for your operating system. You do not need Go. If cub is already installed, run cub","https://confighub.github.io/helm-expt/site/promote.html -> https://confighub.github.io/helm-expt/site/try.html#install-cub"
"developer","developer-028","3","comprehension","Helm","D-C3","understand cub installer","https://confighub.github.io/helm-expt/site/charts/index.html","success","3","174","no","1","yes","3","3","yes","yes","continue","https://confighub.github.io/helm-expt/site/try.html#install-cub","Try Redis · Config Workshop","H=""$HOME/.confighub/bin:$PATH"" cub plugin install confighub/installer cub installer version kustomize version The plugin release contains the program for your operating system. You do not need Go. If cub is already installed, run cub","https://confighub.github.io/helm-expt/site/charts/index.html -> https://confighub.github.io/helm-expt/site/how-it-works.html#setting-sources -> https://confighub.github.io/helm-expt/site/d/docs/user/cub-deployment-path.html -> https://confighub.github.io/helm-expt/site/try.html#install-cub"
"developer","developer-029","3","comprehension","Helm","D-C3","understand cub installer","https://confighub.github.io/helm-expt/site/try.html","success","0","21","yes","3","no","3","3","yes","yes","continue","https://confighub.github.io/helm-expt/site/try.html","Try Redis · Config Workshop","H=""$HOME/.confighub/bin:$PATH"" cub plugin install confighub/installer cub installer version kustomize version The plugin release contains the program for your operating system. You do not need Go. If cub is already installed, run cub","https://confighub.github.io/helm-expt/site/try.html"
"developer","developer-030","3","comprehension","Helm","D-C3","understand cub installer","https://confighub.github.io/helm-expt/site/testing.html","success","0","110","yes","3","no","3","3","yes","yes","continue","https://confighub.github.io/helm-expt/site/testing.html","Worked Examples · Config Workshop","change ConfigHub data require you to sign in. What this command does. cub installer is a released, open-source plugin for the cub CLI. cub installer setup pulls a catalog package and writes its Kubernetes files locally. It does not a","https://confighub.github.io/helm-expt/site/testing.html"
"developer","developer-031","3","comprehension","Helm","D-C3","understand cub installer","https://confighub.github.io/helm-expt/site/how-it-works.html","success","2","149","no","2","no","3","3","yes","yes","continue","https://confighub.github.io/helm-expt/site/try.html#install-cub","Try Redis · Config Workshop","H=""$HOME/.confighub/bin:$PATH"" cub plugin install confighub/installer cub installer version kustomize version The plugin release contains the program for your operating system. You do not need Go. If cub is already installed, run cub","https://confighub.github.io/helm-expt/site/how-it-works.html -> https://confighub.github.io/helm-expt/site/d/docs/user/cub-deployment-path.html -> https://confighub.github.io/helm-expt/site/try.html#install-cub"
"developer","developer-032","3","comprehension","Helm","D-C3","understand cub installer","https://confighub.github.io/helm-expt/site/docs.html","success","1","236","no","1","yes","3","3","yes","yes","continue","https://confighub.github.io/helm-expt/site/d/docs/user/helm-presets-and-values.html","Helm Chart Presets And Values · Config Workshop","Installer package OCI ref The public package address users pull with cub installer setup --pull oci://... . Package base The generated package users can inspect and try. Evidence lanes The checks, receipts, scans, and live observati","https://confighub.github.io/helm-expt/site/docs.html -> https://confighub.github.io/helm-expt/site/d/docs/user/helm-presets-and-values.html"
"developer","developer-033","3","comprehension","Helm","D-C3","understand cub installer","https://confighub.github.io/helm-expt/site/confighub.html","success","1","36","no","1","yes","3","3","yes","yes","continue","https://confighub.github.io/helm-expt/site/try.html#install-cub","Try Redis · Config Workshop","H=""$HOME/.confighub/bin:$PATH"" cub plugin install confighub/installer cub installer version kustomize version The plugin release contains the program for your operating system. You do not need Go. If cub is already installed, run cub","https://confighub.github.io/helm-expt/site/confighub.html -> https://confighub.github.io/helm-expt/site/try.html#install-cub"
"developer","developer-034","3","comprehension","mixed","D-C4","understand what ConfigHub adds","https://confighub.github.io/helm-expt/site/index.html","success","0","21","yes","3","no","3","3","yes","yes","continue","https://confighub.github.io/helm-expt/site/index.html","Config Workshop · Understand and test your configuration","S AI agents Catalog Check my config Promote my config Deployment Docs ConfigHub Helm first · AICR, OCI and YAML also supported See What Your Configuration Will Do See the exact Kubernetes objects before you deploy. Compare them w","https://confighub.github.io/helm-expt/site/index.html"
"developer","developer-035","3","comprehension","mixed","D-C4","understand what ConfigHub adds","https://confighub.github.io/helm-expt/site/guides.html","success","0","20","yes","3","no","3","3","yes","yes","continue","https://confighub.github.io/helm-expt/site/guides.html","Guides · Config Workshop","S AI agents Catalog Check my config Promote my config Deployment Docs ConfigHub Learn this by doing it Three guides, shortest first. Each one runs real commands against real packages, so you finish with output you can check rathe","https://confighub.github.io/helm-expt/site/guides.html"
"developer","developer-036","3","comprehension","mixed","D-C4","understand what ConfigHub adds","https://confighub.github.io/helm-expt/site/ai.html","success","0","21","yes","3","no","3","3","yes","yes","continue","https://confighub.github.io/helm-expt/site/ai.html","AI with review and evidence · Config Workshop","S AI agents Catalog Check my config Promote my config Deployment Docs ConfigHub Use Config Workshop with your AI agent Give Claude, Codex, or another coding agent one configuration question. The Config Workshop skill finds exact","https://confighub.github.io/helm-expt/site/ai.html"
"developer","developer-037","3","comprehension","mixed","D-C4","understand what ConfigHub adds","https://confighub.github.io/helm-expt/site/ask.html","success","0","21","yes","3","no","3","3","yes","yes","continue","https://confighub.github.io/helm-expt/site/ask.html","Check my config · Config Workshop","S AI agents Catalog Check my config Promote my config Deployment Docs ConfigHub Check your configuration &ldquo;Here is the chart and values my AI produced. Compare them with the chart defaults, any matching Catalog record I prov","https://confighub.github.io/helm-expt/site/ask.html"
"developer","developer-038","3","comprehension","mixed","D-C4","understand what ConfigHub adds","https://confighub.github.io/helm-expt/site/promote.html","success","0","23","yes","3","no","3","3","yes","yes","continue","https://confighub.github.io/helm-expt/site/promote.html","Promote my config · Config Workshop","S AI agents Catalog Check my config Promote my config Deployment Docs ConfigHub Can I move this exact change safely? Compare what you run now with the exact configuration you want to move. See what the next environment would rece","https://confighub.github.io/helm-expt/site/promote.html"
"developer","developer-039","3","comprehension","mixed","D-C4","understand what ConfigHub adds","https://confighub.github.io/helm-expt/site/charts/index.html","success","0","25","yes","3","no","3","3","yes","yes","continue","https://confighub.github.io/helm-expt/site/charts/index.html","Component Catalog · Config Workshop","S AI agents Catalog Check my config Promote my config Deployment Docs ConfigHub Find a Tested Configuration Runs on your laptop Choose a tested starting configuration for a Helm component or an AI infrastructure stack. Helm is th","https://confighub.github.io/helm-expt/site/charts/index.html"
"developer","developer-040","3","comprehension","mixed","D-C4","understand what ConfigHub adds","https://confighub.github.io/helm-expt/site/try.html","success","0","22","yes","3","no","3","3","yes","yes","continue","https://confighub.github.io/helm-expt/site/try.html","Try Redis · Config Workshop","S AI agents Catalog Check my config Promote my config Deployment Docs ConfigHub Try a simple example: Redis Runs on your laptop Render one reviewed Redis configuration and inspect the 14 Kubernetes objects it creates: 13 from the","https://confighub.github.io/helm-expt/site/try.html"
"developer","developer-041","3","comprehension","mixed","D-C4","understand what ConfigHub adds","https://confighub.github.io/helm-expt/site/testing.html","success","0","21","yes","3","no","3","3","yes","yes","continue","https://confighub.github.io/helm-expt/site/testing.html","Worked Examples · Config Workshop","S AI agents Catalog Check my config Promote my config Deployment Docs ConfigHub Choose a worked example Runs on your laptop Choose the kind of configuration you have, then follow one worked example to exact Kubernetes objects and","https://confighub.github.io/helm-expt/site/testing.html"
"developer","developer-042","3","comprehension","mixed","D-C4","understand what ConfigHub adds","https://confighub.github.io/helm-expt/site/how-it-works.html","success","0","22","yes","3","no","3","3","yes","yes","continue","https://confighub.github.io/helm-expt/site/how-it-works.html","Choose How To Deploy It · Config Workshop","S AI agents Catalog Check my config Promote my config Deployment Docs ConfigHub Choose how to deploy it Come here after you have inspected the Kubernetes objects. They may have come from Helm, an AICR recipe for AI infrastructure","https://confighub.github.io/helm-expt/site/how-it-works.html"
"developer","developer-043","3","comprehension","mixed","D-C4","understand what ConfigHub adds","https://confighub.github.io/helm-expt/site/docs.html","success","0","19","yes","3","no","3","3","yes","yes","continue","https://confighub.github.io/helm-expt/site/docs.html","Docs · Config Workshop","S AI agents Catalog Check my config Promote my config Deployment Docs ConfigHub Find instructions for the step you are doing Choose the question closest to your current work. Each link opens the commands, example, or evidence you","https://confighub.github.io/helm-expt/site/docs.html"
"developer","developer-044","3","comprehension","mixed","D-C4","understand what ConfigHub adds","https://confighub.github.io/helm-expt/site/confighub.html","success","0","19","yes","3","no","3","3","yes","yes","continue","https://confighub.github.io/helm-expt/site/confighub.html","Use ConfigHub · Config Workshop","Use ConfigHub · Config Workshop Config Workshop AN EXPERIMENTAL TEST SITE FOR CONFIG TOOLS AI agents Catalog Check my config Promote my config Deployment Docs Conf","https://confighub.github.io/helm-expt/site/confighub.html"
"developer","developer-045","3","navigation","Helm","D-N1","find a checked Redis configuration","https://confighub.github.io/helm-expt/site/index.html","success","0","18","yes","2","no","2","2","yes","yes","continue","https://confighub.github.io/helm-expt/site/index.html","Config Workshop · Understand and test your configuration","and cluster record. Check my config Search tested configurations Try Redis catalog package → files + OCI · no cluster touched $ cub installer setup \ --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitn","https://confighub.github.io/helm-expt/site/index.html"
"developer","developer-046","3","navigation","Helm","D-N1","find a checked Redis configuration","https://confighub.github.io/helm-expt/site/guides.html","success","0","22","yes","2","no","2","2","yes","yes","continue","https://confighub.github.io/helm-expt/site/guides.html","Guides · Config Workshop","es Follow one package end to end The longest guide. It takes a single Redis configuration through pulling, inspecting, verifying, changing, and upgrading, and shows what stays the same across versions. Open the detailed walkt","https://confighub.github.io/helm-expt/site/guides.html"
"developer","developer-047","3","navigation","Helm","D-N1","find a checked Redis configuration","https://confighub.github.io/helm-expt/site/ai.html","success","0","22","yes","2","no","2","2","yes","yes","continue","https://confighub.github.io/helm-expt/site/ai.html","AI with review and evidence · Config Workshop","st What the agent should return Find a known answer What will bitnami/redis 25.5.3 install, and what must exist first? The exact Catalog version, objects, lifecycle work, checks, and limits. Check my configuration Here is the","https://confighub.github.io/helm-expt/site/ai.html"
"developer","developer-048","3","navigation","Helm","D-N1","find a checked Redis configuration","https://confighub.github.io/helm-expt/site/ask.html","success","1","40","no","1","yes","2","2","yes","yes","continue","https://confighub.github.io/helm-expt/site/charts/index.html","Component Catalog · Config Workshop","static-passwords , existing-secret 2 packaged configurations bitnami/redis Databases and messaging Successors recorded: cloudpirates/redis · valkey/valkey 27.0.0 receipt 25.5.3 receipt reuse-existing-secret Recommended confi","https://confighub.github.io/helm-expt/site/ask.html -> https://confighub.github.io/helm-expt/site/charts/index.html"
"developer","developer-049","3","navigation","Helm","D-N1","find a checked Redis configuration","https://confighub.github.io/helm-expt/site/promote.html","success","0","20","yes","2","no","2","2","yes","yes","continue","https://confighub.github.io/helm-expt/site/promote.html","Promote my config · Config Workshop","m, contact a cluster, execute a test, or promote anything. A finished Redis review loads automatically so you can see the result before adding your own files. Compare my rendered YAML Reload the Redis example New to cub ? Ins","https://confighub.github.io/helm-expt/site/promote.html"
"developer","developer-050","3","navigation","Helm","D-N1","find a checked Redis configuration","https://confighub.github.io/helm-expt/site/charts/index.html","success","0","25","yes","2","no","2","2","yes","yes","continue","https://confighub.github.io/helm-expt/site/charts/index.html","Component Catalog · Config Workshop","static-passwords , existing-secret 2 packaged configurations bitnami/redis Databases and messaging Successors recorded: cloudpirates/redis · valkey/valkey 27.0.0 receipt 25.5.3 receipt reuse-existing-secret Recommended confi","https://confighub.github.io/helm-expt/site/charts/index.html"
"developer","developer-051","3","navigation","Helm","D-N1","find a checked Redis configuration","https://confighub.github.io/helm-expt/site/try.html","success","0","19","yes","2","no","2","2","yes","yes","continue","https://confighub.github.io/helm-expt/site/try.html","Try Redis · Config Workshop","Try Redis · Config Workshop Config Workshop AN EXPERIMENTAL TEST SITE FOR CONFIG TOOLS AI agents Catalog Check my config Promote my config Deployment Docs Conf","https://confighub.github.io/helm-expt/site/try.html"
"developer","developer-052","3","navigation","Helm","D-N1","find a checked Redis configuration","https://confighub.github.io/helm-expt/site/testing.html","success","0","23","yes","2","no","2","2","yes","yes","continue","https://confighub.github.io/helm-expt/site/testing.html","Worked Examples · Config Workshop","ds a render alone cannot show. 1. Start with a configuration See what Redis installs, before you install it Turn the published Redis package into the exact Kubernetes files it produces. You need no account, no login, and no c","https://confighub.github.io/helm-expt/site/testing.html"
"developer","developer-053","3","navigation","Helm","D-N1","find a checked Redis configuration","https://confighub.github.io/helm-expt/site/how-it-works.html","success","0","22","yes","2","no","2","2","yes","yes","continue","https://confighub.github.io/helm-expt/site/how-it-works.html","Choose How To Deploy It · Config Workshop","le somewhere a controller can pull: flux push artifact oci://REGISTRY/redis-rendered:v1 --path ./redis/out/manifests --source local --revision v1 (or oras cp the local layout). kubectl kubectl apply -f ./redis/out/manifests/","https://confighub.github.io/helm-expt/site/how-it-works.html"
