page,category,match
d/tests/doctrine.html,clause-colon-payoff,"Every absence is one of three things, and the surface says which: not needed here, not permitted here, or not done yet."
d/tests/strategy.html,clause-colon-payoff,"Receipt aggregation should be mechanical: collect row receipts, regenerate summaries, then run the matching verifiers."
d/tests/npm-lane-roles.html,clause-colon-payoff,That each of the ten additive Kubara installer packages is genuinely published: for every package it re-packs the local tree with CODE and compares th
d/tests/npm-lane-roles.html,clause-colon-payoff,That the full public Kubara catalog release still holds end to end: exactly 130 retained recipe and package version roots including all declared addit
d/tests/npm-lane-roles.html,clause-colon-payoff,That the offline half of the Kubara + ConfigHub release acceptance holds: data/kubara-release-acceptance/contract.
d/tests/npm-lane-roles.html,clause-colon-payoff,"That readers can actually see what main holds: the last GitHub Pages deployment of main concluded in success, and every page the top navigation links "
d/data/top100-promotion-wave/work-orders.html,clause-colon-payoff,Each chart is already proof-grade and has strict parity evidence: either two-cluster kind parity or live Helm-vs-ConfigHub parity.
d/data/helm-render-intents/summary.html,clause-colon-payoff,"A render intent is one reviewed base-variant path: chart, version, values profile, namespace, capability profile, source lock, package base, installer"
d/data/confighub-example-guides/spaces/sealed-secrets-sealed-secrets-2-18-6-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/velero-velero-12-0-1-no-crds/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/autoscaler-cluster-autoscaler-9-57-0-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/bitnami-mongodb-19-0-7-static-passwords/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/bitnami-elasticsearch-22-1-6-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/prometheus-community-prometheus-29-8-0-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/grafana-promtail-6-17-1-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/kyverno-kyverno-policies-3-8-0-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/cloudpirates-nginx-0-16-1-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/jaegertracing-jaeger-operator-2-57-0-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/grafana-loki-7-0-0-single-binary-filesystem/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/open-telemetry-opentelemetry-operator-0-114-0-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/bitnami-apache-11-4-29-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/metrics-server-metrics-server-3-13-0-external-tls-ca/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/hashicorp-vault-0-32-0-dev-mode/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/haproxytech-kubernetes-ingress-1-52-0-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/argo-cd-argo-workflows-1-0-14-minimal-crds/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/longhorn-longhorn-1-11-2-ui-ingress/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/nats-nats-2-14-0-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/elastic-filebeat-8-5-1-node-or-cluster-collector/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/bitnami-rabbitmq-16-0-14-existing-secret/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/prometheus-community-alertmanager-1-37-0-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/prometheus-community-kube-state-metrics-7-4-0-cluster-metrics-readonly/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/nvidia-nvidia-device-plugin-0-19-3-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/aqua-trivy-operator-0-32-1-no-crds/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/minio-operator-tenant-7-1-1-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/cloudpirates-rabbitmq-0-21-13-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/ingress-nginx-ingress-nginx-4-15-1-internal-clusterip/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/stakater-reloader-2-2-12-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/hashicorp-consul-2-0-0-default-control-plane/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/argo-cd-argo-rollouts-2-40-9-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/aws-ebs-csi-driver-aws-ebs-csi-driver-2-60-1-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/falcosecurity-falco-9-0-0-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/nats-nack-0-34-0-no-crds/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/bitnami-memcached-8-5-5-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/elastic-logstash-8-5-1-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/bitnami-postgresql-18-6-7-existing-secret/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/bitnami-mysql-14-0-3-static-passwords/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/kyverno-kyverno-3-8-1-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/elastic-metricbeat-8-5-1-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/external-secrets-external-secrets-2-5-0-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/strimzi-strimzi-kafka-operator-1-0-0-no-crds/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/velero-velero-12-0-1-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/descheduler-descheduler-0-36-0-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/nvidia-nvidia-device-plugin-0-19-3-eks-inference/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/falcosecurity-falcosidekick-0-13-1-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/bitnami-spark-10-0-3-legacy/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/prometheus-community-kube-prometheus-stack-85-3-3-no-crds/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/elastic-eck-operator-3-4-0-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/cloudnative-pg-cloudnative-pg-0-28-2-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/gitlab-gitlab-runner-0-89-0-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/vm-victoria-metrics-single-0-39-0-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/bitnami-zookeeper-13-8-7-legacy/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/metrics-server-metrics-server-3-13-0-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/ingress-nginx-ingress-nginx-4-15-1-admission-disabled/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/jaegertracing-jaeger-4-8-0-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/prometheus-community-prometheus-29-8-0-server-only-ephemeral/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/valkey-valkey-0-11-0-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/bitnami-nginx-24-0-2-existing-tls-ingress/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/prometheus-community-prometheus-adapter-5-3-0-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/external-secrets-external-secrets-2-5-0-no-crds/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/elastic-eck-operator-3-4-0-no-crds/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/jaegertracing-jaeger-operator-2-57-0-no-crds/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/bitnami-elasticsearch-22-1-6-ha/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/percona-pxc-operator-1-19-1-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/grafana-loki-7-0-0-simple-scalable-minio/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/grafana-grafana-10-5-15-static-passwords/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/rook-release-rook-ceph-v1-19-5-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/prometheus-community-prometheus-node-exporter-4-55-0-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/prometheus-community-prometheus-adapter-5-3-0-cluster-metrics-readonly/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/argo-cd-argo-rollouts-2-40-9-no-crds/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/gatekeeper-gatekeeper-3-22-2-no-crds/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/percona-psmdb-operator-1-22-0-no-crds/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/bitnami-phpmyadmin-20-0-0-legacy/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/istio-gateway-1-30-0-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/coredns-coredns-1-45-2-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/ingress-nginx-ingress-nginx-4-15-1-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/cloudnative-pg-cloudnative-pg-0-28-2-no-crds/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/dex-dex-0-24-0-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/projectcalico-tigera-operator-v3-32-0-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/istio-gateway-1-30-0-controller-default-reviewed/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/strimzi-strimzi-kafka-operator-1-0-0-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/bitnami-postgresql-18-6-7-static-passwords/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/grafana-pyroscope-2-0-2-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/bitnami-spark-10-0-3-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/autoscaler-cluster-autoscaler-9-57-0-controller-default-reviewed/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/nats-surveyor-0-20-9-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/aws-controllers-k8s-iam-chart-1-7-3-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/aws-controllers-k8s-eks-chart-1-16-3-eks-inference/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/argo-cd-argo-workflows-1-0-14-controller-default-reviewed/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/kyverno-kyverno-3-8-1-no-crds/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/bitnami-mysql-14-0-3-existing-secret/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/fluent-fluent-bit-0-57-6-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/percona-pg-operator-3-0-0-no-crds/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/hashicorp-vault-0-32-0-ha-raft-ui/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/bitnami-contour-21-1-4-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/jetstack-cert-manager-v1-20-2-crds-enabled/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/bitnami-zookeeper-13-8-7-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/bitnami-nginx-24-0-2-http-clusterip/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/bitnami-spark-10-0-3-ha/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/longhorn-longhorn-1-11-2-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/bitnami-opensearch-2-0-10-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/elastic-eck-operator-3-4-0-ha/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/open-telemetry-opentelemetry-operator-0-114-0-no-crds/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/external-dns-external-dns-1-21-1-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/vm-victoria-logs-single-0-12-5-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/grafana-tempo-1-24-4-local-persistent/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/elastic-filebeat-8-5-1-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/karpenter-karpenter-1-14-0-eks-inference/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/bitnami-contour-21-1-4-legacy/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/kedacore-keda-2-19-0-no-crds/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/nats-nack-0-34-0-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/elastic-logstash-8-5-1-ha/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/traefik-traefik-40-2-0-no-crds/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/autoscaler-vertical-pod-autoscaler-0-9-0-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/bitnami-phpmyadmin-20-0-0-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/aws-controllers-k8s-iam-chart-1-7-3-eks-inference/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/crossplane-stable-crossplane-2-3-1-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/jetstack-cert-manager-v1-20-2-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/prometheus-community-kube-prometheus-stack-85-3-3-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/grafana-rollout-operator-0-49-0-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/cloudpirates-redis-0-34-11-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/stakater-reloader-2-2-12-controller-default-reviewed/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/jetstack-trust-manager-v0-22-1-no-crds/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/grafana-tempo-1-24-4-s3-query-observability/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/grafana-alloy-1-8-2-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/fairwinds-stable-vpa-4-11-0-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/bitnami-opensearch-2-0-10-ha/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/secrets-store-csi-driver-secrets-store-csi-driver-1-6-0-sync-secret-rotation/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/kedacore-keda-2-19-0-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/nats-nats-2-14-0-ha/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/minio-operator-operator-7-1-1-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/nats-surveyor-0-20-9-default-reviewed/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/prometheus-community-prometheus-operator-crds-29-0-0-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/prometheus-community-prometheus-blackbox-exporter-11-10-0-cluster-metrics-readonly/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/prometheus-community-prometheus-blackbox-exporter-11-10-0-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/grafana-pyroscope-2-0-2-ha/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/prometheus-community-prometheus-adapter-5-3-0-apiservice-v1-capability/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/grafana-alloy-1-8-2-no-crds/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/argo-cd-argo-events-2-4-21-no-crds/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/secrets-store-csi-driver-secrets-store-csi-driver-1-6-0-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/grafana-rollout-operator-0-49-0-no-crds/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/elastic-kibana-8-5-1-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/external-dns-external-dns-1-21-1-no-crds/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/argo-cd-argo-workflows-1-0-14-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/bitnami-redis-25-5-3-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/fairwinds-stable-vpa-4-11-0-no-crds/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/hashicorp-vault-0-32-0-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/prometheus-community-alertmanager-1-37-0-ha/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/aws-controllers-k8s-ec2-chart-1-18-4-eks-inference/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/karpenter-karpenter-1-14-0-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/fairwinds-stable-goldilocks-10-3-0-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/hashicorp-terraform-1-1-2-no-crds/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/fluent-fluentd-0-5-3-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/bitnami-rabbitmq-16-0-14-static-passwords/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/argo-cd-argo-cd-9-5-15-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/prometheus-community-prometheus-node-exporter-4-55-0-cluster-metrics-readonly/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/hashicorp-terraform-1-1-2-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/bitnami-apache-11-4-29-legacy/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/external-dns-external-dns-1-21-1-dry-run-txt-registry/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/bitnami-contour-21-1-4-no-crds/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/argo-cd-argo-cd-9-5-15-no-crds/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/bitnami-opensearch-2-0-10-legacy/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/jetstack-trust-manager-v0-22-1-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/bitnami-zookeeper-13-8-7-ha/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/nfs-subdir-external-provisioner-nfs-subdir-external-provisioner-4-0-18-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/bitnami-mongodb-19-0-7-existing-secret-replicaset/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/argo-cd-argo-events-2-4-21-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/prometheus-community-prometheus-pushgateway-3-6-0-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/aws-controllers-k8s-eks-chart-1-16-3-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/sealed-secrets-sealed-secrets-2-18-6-no-crds/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/autoscaler-vertical-pod-autoscaler-0-9-0-no-crds/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/percona-pxc-operator-1-19-1-no-crds/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/percona-pg-operator-3-0-0-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/aqua-trivy-operator-0-32-1-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/traefik-traefik-40-2-0-default/README.html,abstract-triple,"reviewed, changed, and delivered"
d/data/confighub-example-guides/spaces/percona-psmdb-operator-1-22-0-default/README.html,abstract-triple,"reviewed, changed, and delivered"
