I0616 06:07:19.042794       1 main.go:118] "Version" version="v2.1.0-eksbuild.6"
W0616 06:07:25.202442       1 logging.go:55] [core] [Channel #1 SubChannel #2] grpc: addrConn.createTransport failed to connect to {Addr: "/var/lib/csi/sockets/pluginproxy/csi.sock", ServerName: "localhost", Attributes: {"<%!p(networktype.keyType=grpc.internal.transport.networktype)>": "unix" }, }. Err: connection error: desc = "transport: Error while dialing: dial unix /var/lib/csi/sockets/pluginproxy/csi.sock: connect: no such file or directory"
W0616 06:07:26.209793       1 logging.go:55] [core] [Channel #1 SubChannel #2] grpc: addrConn.createTransport failed to connect to {Addr: "/var/lib/csi/sockets/pluginproxy/csi.sock", ServerName: "localhost", Attributes: {"<%!p(networktype.keyType=grpc.internal.transport.networktype)>": "unix" }, }. Err: connection error: desc = "transport: Error while dialing: dial unix /var/lib/csi/sockets/pluginproxy/csi.sock: connect: no such file or directory"
W0616 06:07:27.285057       1 logging.go:55] [core] [Channel #1 SubChannel #2] grpc: addrConn.createTransport failed to connect to {Addr: "/var/lib/csi/sockets/pluginproxy/csi.sock", ServerName: "localhost", Attributes: {"<%!p(networktype.keyType=grpc.internal.transport.networktype)>": "unix" }, }. Err: connection error: desc = "transport: Error while dialing: dial unix /var/lib/csi/sockets/pluginproxy/csi.sock: connect: no such file or directory"
W0616 06:07:28.113545       1 logging.go:55] [core] [Channel #1 SubChannel #2] grpc: addrConn.createTransport failed to connect to {Addr: "/var/lib/csi/sockets/pluginproxy/csi.sock", ServerName: "localhost", Attributes: {"<%!p(networktype.keyType=grpc.internal.transport.networktype)>": "unix" }, }. Err: connection error: desc = "transport: Error while dialing: dial unix /var/lib/csi/sockets/pluginproxy/csi.sock: connect: no such file or directory"
I0616 06:07:29.047522       1 connection.go:253] "Still connecting" address="unix:///var/lib/csi/sockets/pluginproxy/csi.sock"
W0616 06:07:29.169159       1 logging.go:55] [core] [Channel #1 SubChannel #2] grpc: addrConn.createTransport failed to connect to {Addr: "/var/lib/csi/sockets/pluginproxy/csi.sock", ServerName: "localhost", Attributes: {"<%!p(networktype.keyType=grpc.internal.transport.networktype)>": "unix" }, }. Err: connection error: desc = "transport: Error while dialing: dial unix /var/lib/csi/sockets/pluginproxy/csi.sock: connect: no such file or directory"
W0616 06:07:30.048958       1 logging.go:55] [core] [Channel #1 SubChannel #2] grpc: addrConn.createTransport failed to connect to {Addr: "/var/lib/csi/sockets/pluginproxy/csi.sock", ServerName: "localhost", Attributes: {"<%!p(networktype.keyType=grpc.internal.transport.networktype)>": "unix" }, }. Err: connection error: desc = "transport: Error while dialing: dial unix /var/lib/csi/sockets/pluginproxy/csi.sock: connect: no such file or directory"
W0616 06:07:30.982378       1 logging.go:55] [core] [Channel #1 SubChannel #2] grpc: addrConn.createTransport failed to connect to {Addr: "/var/lib/csi/sockets/pluginproxy/csi.sock", ServerName: "localhost", Attributes: {"<%!p(networktype.keyType=grpc.internal.transport.networktype)>": "unix" }, }. Err: connection error: desc = "transport: Error while dialing: dial unix /var/lib/csi/sockets/pluginproxy/csi.sock: connect: no such file or directory"
W0616 06:07:32.135617       1 logging.go:55] [core] [Channel #1 SubChannel #2] grpc: addrConn.createTransport failed to connect to {Addr: "/var/lib/csi/sockets/pluginproxy/csi.sock", ServerName: "localhost", Attributes: {"<%!p(networktype.keyType=grpc.internal.transport.networktype)>": "unix" }, }. Err: connection error: desc = "transport: Error while dialing: dial unix /var/lib/csi/sockets/pluginproxy/csi.sock: connect: no such file or directory"
W0616 06:07:32.975714       1 logging.go:55] [core] [Channel #1 SubChannel #2] grpc: addrConn.createTransport failed to connect to {Addr: "/var/lib/csi/sockets/pluginproxy/csi.sock", ServerName: "localhost", Attributes: {"<%!p(networktype.keyType=grpc.internal.transport.networktype)>": "unix" }, }. Err: connection error: desc = "transport: Error while dialing: dial unix /var/lib/csi/sockets/pluginproxy/csi.sock: connect: no such file or directory"
W0616 06:07:33.913292       1 logging.go:55] [core] [Channel #1 SubChannel #2] grpc: addrConn.createTransport failed to connect to {Addr: "/var/lib/csi/sockets/pluginproxy/csi.sock", ServerName: "localhost", Attributes: {"<%!p(networktype.keyType=grpc.internal.transport.networktype)>": "unix" }, }. Err: connection error: desc = "transport: Error while dialing: dial unix /var/lib/csi/sockets/pluginproxy/csi.sock: connect: no such file or directory"
W0616 06:07:34.778414       1 logging.go:55] [core] [Channel #1 SubChannel #2] grpc: addrConn.createTransport failed to connect to {Addr: "/var/lib/csi/sockets/pluginproxy/csi.sock", ServerName: "localhost", Attributes: {"<%!p(networktype.keyType=grpc.internal.transport.networktype)>": "unix" }, }. Err: connection error: desc = "transport: Error while dialing: dial unix /var/lib/csi/sockets/pluginproxy/csi.sock: connect: no such file or directory"
W0616 06:07:35.788903       1 logging.go:55] [core] [Channel #1 SubChannel #2] grpc: addrConn.createTransport failed to connect to {Addr: "/var/lib/csi/sockets/pluginproxy/csi.sock", ServerName: "localhost", Attributes: {"<%!p(networktype.keyType=grpc.internal.transport.networktype)>": "unix" }, }. Err: connection error: desc = "transport: Error while dialing: dial unix /var/lib/csi/sockets/pluginproxy/csi.sock: connect: no such file or directory"
W0616 06:07:36.709624       1 logging.go:55] [core] [Channel #1 SubChannel #2] grpc: addrConn.createTransport failed to connect to {Addr: "/var/lib/csi/sockets/pluginproxy/csi.sock", ServerName: "localhost", Attributes: {"<%!p(networktype.keyType=grpc.internal.transport.networktype)>": "unix" }, }. Err: connection error: desc = "transport: Error while dialing: dial unix /var/lib/csi/sockets/pluginproxy/csi.sock: connect: no such file or directory"
W0616 06:07:37.730577       1 logging.go:55] [core] [Channel #1 SubChannel #2] grpc: addrConn.createTransport failed to connect to {Addr: "/var/lib/csi/sockets/pluginproxy/csi.sock", ServerName: "localhost", Attributes: {"<%!p(networktype.keyType=grpc.internal.transport.networktype)>": "unix" }, }. Err: connection error: desc = "transport: Error while dialing: dial unix /var/lib/csi/sockets/pluginproxy/csi.sock: connect: no such file or directory"
W0616 06:07:38.748936       1 logging.go:55] [core] [Channel #1 SubChannel #2] grpc: addrConn.createTransport failed to connect to {Addr: "/var/lib/csi/sockets/pluginproxy/csi.sock", ServerName: "localhost", Attributes: {"<%!p(networktype.keyType=grpc.internal.transport.networktype)>": "unix" }, }. Err: connection error: desc = "transport: Error while dialing: dial unix /var/lib/csi/sockets/pluginproxy/csi.sock: connect: no such file or directory"
I0616 06:07:39.045657       1 connection.go:253] "Still connecting" address="unix:///var/lib/csi/sockets/pluginproxy/csi.sock"
W0616 06:07:39.666906       1 logging.go:55] [core] [Channel #1 SubChannel #2] grpc: addrConn.createTransport failed to connect to {Addr: "/var/lib/csi/sockets/pluginproxy/csi.sock", ServerName: "localhost", Attributes: {"<%!p(networktype.keyType=grpc.internal.transport.networktype)>": "unix" }, }. Err: connection error: desc = "transport: Error while dialing: dial unix /var/lib/csi/sockets/pluginproxy/csi.sock: connect: no such file or directory"
W0616 06:07:40.543651       1 logging.go:55] [core] [Channel #1 SubChannel #2] grpc: addrConn.createTransport failed to connect to {Addr: "/var/lib/csi/sockets/pluginproxy/csi.sock", ServerName: "localhost", Attributes: {"<%!p(networktype.keyType=grpc.internal.transport.networktype)>": "unix" }, }. Err: connection error: desc = "transport: Error while dialing: dial unix /var/lib/csi/sockets/pluginproxy/csi.sock: connect: no such file or directory"
W0616 06:07:41.491471       1 logging.go:55] [core] [Channel #1 SubChannel #2] grpc: addrConn.createTransport failed to connect to {Addr: "/var/lib/csi/sockets/pluginproxy/csi.sock", ServerName: "localhost", Attributes: {"<%!p(networktype.keyType=grpc.internal.transport.networktype)>": "unix" }, }. Err: connection error: desc = "transport: Error while dialing: dial unix /var/lib/csi/sockets/pluginproxy/csi.sock: connect: no such file or directory"
W0616 06:07:42.382191       1 logging.go:55] [core] [Channel #1 SubChannel #2] grpc: addrConn.createTransport failed to connect to {Addr: "/var/lib/csi/sockets/pluginproxy/csi.sock", ServerName: "localhost", Attributes: {"<%!p(networktype.keyType=grpc.internal.transport.networktype)>": "unix" }, }. Err: connection error: desc = "transport: Error while dialing: dial unix /var/lib/csi/sockets/pluginproxy/csi.sock: connect: no such file or directory"
W0616 06:07:43.232436       1 logging.go:55] [core] [Channel #1 SubChannel #2] grpc: addrConn.createTransport failed to connect to {Addr: "/var/lib/csi/sockets/pluginproxy/csi.sock", ServerName: "localhost", Attributes: {"<%!p(networktype.keyType=grpc.internal.transport.networktype)>": "unix" }, }. Err: connection error: desc = "transport: Error while dialing: dial unix /var/lib/csi/sockets/pluginproxy/csi.sock: connect: no such file or directory"
W0616 06:07:44.041340       1 logging.go:55] [core] [Channel #1 SubChannel #2] grpc: addrConn.createTransport failed to connect to {Addr: "/var/lib/csi/sockets/pluginproxy/csi.sock", ServerName: "localhost", Attributes: {"<%!p(networktype.keyType=grpc.internal.transport.networktype)>": "unix" }, }. Err: connection error: desc = "transport: Error while dialing: dial unix /var/lib/csi/sockets/pluginproxy/csi.sock: connect: no such file or directory"
W0616 06:07:45.035881       1 logging.go:55] [core] [Channel #1 SubChannel #2] grpc: addrConn.createTransport failed to connect to {Addr: "/var/lib/csi/sockets/pluginproxy/csi.sock", ServerName: "localhost", Attributes: {"<%!p(networktype.keyType=grpc.internal.transport.networktype)>": "unix" }, }. Err: connection error: desc = "transport: Error while dialing: dial unix /var/lib/csi/sockets/pluginproxy/csi.sock: connect: no such file or directory"
W0616 06:07:46.055889       1 logging.go:55] [core] [Channel #1 SubChannel #2] grpc: addrConn.createTransport failed to connect to {Addr: "/var/lib/csi/sockets/pluginproxy/csi.sock", ServerName: "localhost", Attributes: {"<%!p(networktype.keyType=grpc.internal.transport.networktype)>": "unix" }, }. Err: connection error: desc = "transport: Error while dialing: dial unix /var/lib/csi/sockets/pluginproxy/csi.sock: connect: no such file or directory"
W0616 06:07:47.197678       1 logging.go:55] [core] [Channel #1 SubChannel #2] grpc: addrConn.createTransport failed to connect to {Addr: "/var/lib/csi/sockets/pluginproxy/csi.sock", ServerName: "localhost", Attributes: {"<%!p(networktype.keyType=grpc.internal.transport.networktype)>": "unix" }, }. Err: connection error: desc = "transport: Error while dialing: dial unix /var/lib/csi/sockets/pluginproxy/csi.sock: connect: no such file or directory"
W0616 06:07:48.157430       1 logging.go:55] [core] [Channel #1 SubChannel #2] grpc: addrConn.createTransport failed to connect to {Addr: "/var/lib/csi/sockets/pluginproxy/csi.sock", ServerName: "localhost", Attributes: {"<%!p(networktype.keyType=grpc.internal.transport.networktype)>": "unix" }, }. Err: connection error: desc = "transport: Error while dialing: dial unix /var/lib/csi/sockets/pluginproxy/csi.sock: connect: no such file or directory"
I0616 06:07:49.046730       1 connection.go:253] "Still connecting" address="unix:///var/lib/csi/sockets/pluginproxy/csi.sock"
E0616 06:07:49.046761       1 main.go:185] "Failed to create CSI client" err="failed to connect to CSI driver: context deadline exceeded"
I0616 06:02:19.320098       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:02:29.320513       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:02:39.320118       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:02:49.320802       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:02:59.321874       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:03:09.320981       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:03:19.321803       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:03:29.324721       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:03:39.319983       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:03:49.321976       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:03:59.323226       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:04:09.320757       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:04:19.320378       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:04:29.322900       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:04:39.320257       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:04:49.324326       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:04:59.319971       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:05:09.321812       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:05:19.320588       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:05:29.321642       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:05:39.321831       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:05:49.321733       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:05:59.321033       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:06:09.321894       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:06:19.321308       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:06:29.320821       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:06:39.322031       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:06:49.324131       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:06:59.320196       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:07:09.320073       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:07:19.320156       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:07:29.323157       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:07:39.320022       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:07:49.320075       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:07:59.324681       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:08:09.322094       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:08:19.321730       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:08:29.323480       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:08:39.320030       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:08:49.321584       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:08:59.320716       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:09:09.324059       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:09:19.324386       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:09:29.324084       1 connection.go:253] "Still connecting" address="unix:///csi/csi.sock"
I0616 06:07:52.910541       1 main.go:174] "Initializing metadata"
I0616 06:07:52.910626       1 metadata.go:75] "Attempting to retrieve instance metadata from IMDS"


[truncated at 20000 characters]
