LAST SEEN   TYPE      REASON                    OBJECT                                                        MESSAGE
13m         Normal    Scheduled                 pod/zookeeper-2                                               Successfully assigned default/zookeeper-2 to helm-expt-parity-zookeeper-mqi92c73-22pt-control-plane
13m         Normal    Scheduled                 pod/zookeeper-0                                               Successfully assigned default/zookeeper-0 to helm-expt-parity-zookeeper-mqi92c73-22pt-control-plane
13m         Normal    ProvisioningSucceeded     persistentvolumeclaim/data-zookeeper-1                        Successfully provisioned volume pvc-75e5c9ab-90e1-4c3b-ad4a-7fcd7826018f
13m         Normal    Scheduled                 pod/zookeeper-1                                               Successfully assigned default/zookeeper-1 to helm-expt-parity-zookeeper-mqi92c73-22pt-control-plane
10m         Warning   Failed                    pod/zookeeper-1                                               Failed to pull image "docker.io/bitnami/zookeeper:3.9.3-debian-12-r21": rpc error: code = NotFound desc = failed to pull and unpack image "docker.io/bitnami/zookeeper:3.9.3-debian-12-r21": failed to resolve reference "docker.io/bitnami/zookeeper:3.9.3-debian-12-r21": docker.io/bitnami/zookeeper:3.9.3-debian-12-r21: not found
10m         Normal    Pulling                   pod/zookeeper-1                                               Pulling image "docker.io/bitnami/zookeeper:3.9.3-debian-12-r21"
10m         Warning   Failed                    pod/zookeeper-1                                               Error: ErrImagePull
10m         Normal    Pulling                   pod/zookeeper-2                                               Pulling image "docker.io/bitnami/zookeeper:3.9.3-debian-12-r21"
10m         Warning   Failed                    pod/zookeeper-2                                               Failed to pull image "docker.io/bitnami/zookeeper:3.9.3-debian-12-r21": rpc error: code = NotFound desc = failed to pull and unpack image "docker.io/bitnami/zookeeper:3.9.3-debian-12-r21": failed to resolve reference "docker.io/bitnami/zookeeper:3.9.3-debian-12-r21": docker.io/bitnami/zookeeper:3.9.3-debian-12-r21: not found
10m         Warning   Failed                    pod/zookeeper-2                                               Error: ErrImagePull
10m         Normal    Pulling                   pod/zookeeper-0                                               Pulling image "docker.io/bitnami/zookeeper:3.9.3-debian-12-r21"
10m         Warning   Failed                    pod/zookeeper-0                                               Error: ErrImagePull
10m         Warning   Failed                    pod/zookeeper-0                                               Failed to pull image "docker.io/bitnami/zookeeper:3.9.3-debian-12-r21": rpc error: code = NotFound desc = failed to pull and unpack image "docker.io/bitnami/zookeeper:3.9.3-debian-12-r21": failed to resolve reference "docker.io/bitnami/zookeeper:3.9.3-debian-12-r21": docker.io/bitnami/zookeeper:3.9.3-debian-12-r21: not found
3m20s       Normal    BackOff                   pod/zookeeper-0                                               Back-off pulling image "docker.io/bitnami/zookeeper:3.9.3-debian-12-r21"
3m19s       Normal    BackOff                   pod/zookeeper-2                                               Back-off pulling image "docker.io/bitnami/zookeeper:3.9.3-debian-12-r21"
3m19s       Warning   Failed                    pod/zookeeper-2                                               Error: ImagePullBackOff
3m15s       Normal    BackOff                   pod/zookeeper-1                                               Back-off pulling image "docker.io/bitnami/zookeeper:3.9.3-debian-12-r21"
3m15s       Warning   Failed                    pod/zookeeper-1                                               Error: ImagePullBackOff
3m7s        Warning   Failed                    pod/zookeeper-0                                               Error: ImagePullBackOff
